run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.05,0.002337125,1,2,3,100,0.08615759459405689,9114,113.3147647956886,3,"378;100;100;3","0.153799948702291;-0.04049083856369391;-0.007566052061669134;-0.01958546348287103","0.05744556473582613;0.01952963837863144;0.005242341999729173;0.0002421255658027534"
1,0.05,0.001781375,1,2,3,100,0.06095786511391391,7369,215.4991387150781,2,"169;100;100","0.1217515204569327;-0.04615504920650589;-0.01463860613651289","0.03607417682342891;0.02128474687350286;0.003690053745121201"
2,0.05,0.002093833,1,2,3,100,0.1218580238888386,8538,18.98146659891367,3,"314;100;100;2","0.1590263504720264;-0.02551200215206438;-0.003518387612151469;-0.008137936818971946","0.05478968400090034;0.02174148580391852;0.002587275495421911;4.055868931391811e-05"
3,0.05,0.00211175,1,2,3,100,0.0965257692398388,8589,6.560280789092908,3,"365;100;100;2","0.1693682534164798;-0.07638875250668434;-0.003989368879300573;0.007535637209343857","0.06728493158317148;0.036293270328069;0.002800977258728078;1.401769399378827e-05"
4,0.05,0.002219625,1,2,3,100,0.05038790984276163,8615,252.1463814007591,3,"391;100;100;2","0.1458265573958093;-0.05621260054879675;-0.005016549973097151;-0.03420949703115374","0.06764012488940763;0.01943478632492044;0.003198863324911797;0.0005387743192323914"
5,0.05,0.002201334,1,2,3,100,0.05737491157885333,8505,0.05725301415981789,3,"281;100;100;2","0.1502205472406344;-0.0815051944226062;-0.006441483385696525;-0.004898957853478294","0.04598243017056933;0.03575269048377522;0.002728148242598123;1.223355003414912e-07"
6,0.05,0.002435875,1,2,3,100,0.09609625034894986,9698,88.57002930510102,3,"442;101;100;4","0.1643142117862131;-0.03417866919062655;-0.02020028332502716;-0.0138390089216095","0.05303261309398397;0.02376181796290959;0.007046317609478682;0.000189252199369874"
7,0.05,0.002233791,1,2,3,100,0.09159749085813401,9100,369.6609897715725,3,"364;100;100;3","0.1818588554339984;-0.06006623876096549;-0.01530690225656923;-0.01488822355832965","0.05743705991345315;0.02187825101733025;0.003192481390351309;0.0007898739097683175"
8,0.05,0.002232083,1,2,3,100,0.05807570043685234,9207,429.3530008138976,3,"383;111;100;3","0.1588839312848247;-0.07417884960742326;-0.007820647950637185;-0.0188087332899119","0.04688428056463152;0.03355244125382477;0.00457002474992367;0.0009174209419100378"
9,0.05,0.002142625,1,2,3,100,0.1005572685215439,8492,11.20787147470351,3,"268;100;100;2","0.1588625419941065;-0.04307943619746182;-0.004986162253560198;-0.01023967502154049","0.04396813587274227;0.02028051693481931;0.002586903638680404;2.394844332201605e-05"
