run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.03952425,1,2,3,100,0.102498762263014,167650,22432.48258108067,4,"13402;3401;497;66;15","0.16603573245244;-0.05322114275569852;-0.01090651610441947;0.00136638773030596;-0.0007756990596140071","0.05394876262015644;0.02745526482944419;0.004482962324465198;0.0005885781844504638;0.0002396120762772983"
1,0.01,0.030031584,1,2,3,100,0.1095347682195427,130020,13597.83096171537,4,"11572;2846;423;54;10","0.1633069644954079;-0.04441775464572378;-0.01240942618189376;0.001496453890190456;0.001558530661561813","0.05254167774604197;0.02543076055871054;0.004480706195368063;0.0005577512224098379;0.0001452449365703415"
2,0.01,0.032652208,1,2,3,100,0.09223101072064614,137733,16939.23640978208,4,"12085;3082;402;51;12","0.1639051351245043;-0.05337293713405458;-0.009883601581100311;-0.003141426355119627;-0.005276159333583635","0.05519611286020049;0.02869608767528413;0.003725944962761506;0.0004561374262774337;0.0001809360864108319"
3,0.01,0.048339208,1,2,3,100,0.1012537084712202,202647,6839.532724764562,4,"15143;3910;489;100;18","0.166924656724446;-0.05160229061168335;-0.009821140512922254;-0.002495580546339642;-0.0017519365822806","0.0566945395432159;0.02987877749139097;0.003500233562595344;0.00112495175057212;7.305632049524207e-05"
4,0.01,0.031089583,1,2,3,100,0.09871171802690321,133357,11922.49439153419,4,"11349;2867;420;69;9","0.1633883226995662;-0.0530557112793996;-0.01120238088884304;-0.001328032001060896;0.0009095194966405518","0.05152125188943062;0.02625052477160677;0.00443601971195959;0.0004562870434153078;0.0001273498653229459"
