run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.001,9.795223083,1,2,3,100,0.100826899230547,76053199,10154455.61131946,6,"2893375;725586;95760;15527;2647;479;102","0.1659997915620932;-0.05174812327665354;-0.01088430482719676;-0.00231691722017874;-0.000628960769329905;0.000200865645590154;0.0002045481162226309","0.05512691268649374;0.02775573631324067;0.00386670775763937;0.0008002201324311881;0.0001926005159052798;4.870775344798005e-05;1.694708422980421e-05"
1,0.001,9.015756916999999,1,2,3,100,0.09997755878198067,70976226,4494059.207614465,6,"2797866;699167;91571;15190;2670;480;85","0.1659625518646566;-0.05175683305635247;-0.01105847645529033;-0.0024334478726881;-0.0005802841258470895;-4.781614257594028e-05;-0.0001081354299219793","0.05513971213047687;0.0276254415359702;0.003848074732674686;0.0008180257476439223;0.0002004006190115043;4.575602151199555e-05;7.500274051153506e-06"
2,0.001,9.1210415,1,2,3,100,0.100513553199531,71833382,6777403.391432169,6,"2813110;705286;92385;14925;2460;501;89","0.1659836403301856;-0.05198788979904371;-0.01063050023248054;-0.002413900946103222;-0.0004931013650642034;-0.0002166200762296351;0.0002719252882666195","0.05521700233900446;0.02788627410160706;0.00382404715497203;0.0008133984435289212;0.0001795827739869139;5.709448954376377e-05;1.131101759959707e-05"
3,0.001,8.995311166,1,2,3,100,0.1012643746883534,71010921,5459395.583553066,6,"2799241;702396;92696;15160;2658;480;85","0.1660773492527504;-0.05182849288918318;-0.01081214107678553;-0.002299418896827101;-0.0001816122413931135;0.0003012332900316663;7.457249760196777e-06","0.0551363304568399;0.02778805938777104;0.003930211173811214;0.0008250649486307403;0.0002005778409989287;4.843172905925311e-05;9.111353709120483e-06"
4,0.001,8.080583792000001,1,2,3,100,0.1013999669496595,63930793,6668702.39048711,6,"2653945;664502;87724;14693;2527;383;76","0.1661705879966569;-0.05156024865969958;-0.01050478840570367;-0.002075769347952616;-7.84217869912093e-05;-0.0004636583878898528;-8.773445876055065e-05","0.05518776111775546;0.02769953734100669;0.003849628645800839;0.0008672284486339394;0.0002043439625830396;3.768049808627181e-05;1.112960314574625e-05"
