run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.004097042,1,2,3,100,0.09151562278225198,30596,5599.798309836238,3,"3028;750;137;25","0.08378888678442145;0.01423045337431228;-0.004562678056898485;-0.001941039319583264","0.01539512082777608;0.007299838002246497;0.002013831115695383;0.0004786152401569434"
1,0.01,0.004334667,1,2,3,100,0.09151562278225198,30596,5599.798309836238,3,"3028;750;137;25","0.08378888678442145;0.01423045337431228;-0.004562678056898485;-0.001941039319583264","0.01539512082777608;0.007299838002246497;0.002013831115695383;0.0004786152401569434"
2,0.01,0.00451625,1,2,3,100,0.09151562278225198,30596,5599.798309836238,3,"3028;750;137;25","0.08378888678442145;0.01423045337431228;-0.004562678056898485;-0.001941039319583264","0.01539512082777608;0.007299838002246497;0.002013831115695383;0.0004786152401569434"
3,0.01,0.003818083,1,2,3,100,0.09151562278225198,30596,5599.798309836238,3,"3028;750;137;25","0.08378888678442145;0.01423045337431228;-0.004562678056898485;-0.001941039319583264","0.01539512082777608;0.007299838002246497;0.002013831115695383;0.0004786152401569434"
4,0.01,0.0033605,1,2,3,100,0.09151562278225198,30596,5599.798309836238,3,"3028;750;137;25","0.08378888678442145;0.01423045337431228;-0.004562678056898485;-0.001941039319583264","0.01539512082777608;0.007299838002246497;0.002013831115695383;0.0004786152401569434"
