eps,mlmc_estimate,mlmc_cost,std_mc_cost,mlmc_wall_time,Nl_0,Nl_1,Nl_2,Nl_3,Yl_0,Yl_1,Yl_2,Yl_3,Vl_0,Vl_1,Vl_2,Vl_3
0.01,0.0832896,25242,64933.3,0.00200913,3730,825,105,16,nan,nan,nan,nan,0.0830055,0.00961118,-0.00381448,-0.00551256,nan,nan,nan,nan,0.0145542,0.00807669,0.00147079,0.00029942,nan,nan,nan,nan
0.05,0.0861571,7309,324.112,0.000712542,109,100,100,nan,nan,nan,nan,nan,0.0853591,0.00635942,-0.00556139,nan,nan,nan,nan,nan,0.0225137,0.00737849,0.00144065,nan,nan,nan,nan,nan
0.001,0.0815966,4.48284e+07,2.66032e+10,1.5618,2.53349e+06,547698,77483,10884,1349,219,24,4,0.0830525,0.0111533,-0.00316497,-0.00422326,-0.00300603,-0.00100185,-0.000898831,-0.000314281,0.0138031,0.00733478,0.00167184,0.000373359,6.50803e-05,1.9313e-05,2.53626e-06,4.71834e-07
0.005,0.0843591,195689,2.07831e+06,0.00957954,23313,5235,623,81,12,nan,nan,nan,0.0843446,0.00784043,-0.00352797,-0.00302384,-0.00127409,nan,nan,nan,0.0143859,0.00815516,0.00134091,0.000257876,3.12577e-05,nan,nan,nan
