level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.0556197,0.0556197,0.00630747,0.00630747,19.3919,0,0.00151588,10000
1,0.0174467,0.0713128,0.00102731,0.00531499,6.30163,0.00994685,0.00465758,10000
2,0.00599015,0.0784179,0.000145837,0.00550781,4.43166,0.0101476,0.020819,10000
3,0.00243624,0.0816651,1.90283e-05,0.0055342,3.63533,0.00921054,0.129145,10000
4,0.00108147,0.0832625,2.57212e-06,0.0055008,3.44449,0.00645386,1.02539,10000
5,0.000515758,0.0829435,3.09256e-07,0.00551825,3.25692,0.0109006,7.86694,10000
