level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.0837934,0.0837934,0.0141794,0.0141794,13.0288,0,0.00187454,10000
1,0.0106767,0.0939062,0.00735765,0.0075764,9.15739,0.00149467,0.00525254,10000
2,-0.00344321,0.0923289,0.00164641,0.00619011,5.12831,0.00890401,0.0236065,10000
3,-0.00365285,0.0889533,0.000372793,0.00584321,6.12753,0.00201779,0.123178,10000
4,-0.00227718,0.0845778,7.60452e-05,0.00525913,5.10963,0.0203074,0.974709,10000
5,-0.00119691,0.0850076,1.77552e-05,0.00572093,4.86069,0.0189341,7.78386,10000
6,-0.000650614,0.0840386,4.33746e-06,0.00561954,6.0382,0.0038528,61.0009,10000
7,-0.000336773,0.082769,1.01646e-06,0.00538129,6.15997,0.0118506,494.202,10000
8,-0.000170533,0.0839912,2.65476e-07,0.00554986,6.06535,0.0184114,5605.27,10000
