level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.0842396,0.0842396,0.014063,0.014063,12.0643,0,0.00132837,5000
1,0.0125503,0.0919728,0.00710867,0.00749789,9.16337,0.012923,0.00256671,5000
2,-0.00272294,0.0927332,0.00170613,0.00631889,5.50201,0.0164595,0.010931,5000
3,-0.00359199,0.0892478,0.000337482,0.00585614,4.72419,0.000785724,0.0414073,5000
4,-0.00222736,0.0861027,8.05872e-05,0.00536429,5.85544,0.00878268,0.238338,5000
5,-0.00124626,0.0839876,1.70412e-05,0.00518122,4.94076,0.0100282,1.95931,5000
6,-0.000641879,0.0843316,4.29501e-06,0.00534314,5.98276,0.012443,15.3595,5000
7,-0.000333049,0.0848686,1.04796e-06,0.00575603,6.4522,0.0112647,122.614,5000
8,-0.000179636,0.0837668,2.55776e-07,0.00553432,5.95039,0.011757,977.186,5000
