eps,mlmc_estimate,mlmc_cost,std_mc_cost,mlmc_wall_time,Nl_0,Nl_1,Nl_2,Nl_3,Nl_4,Nl_5,Nl_6,Yl_0,Yl_1,Yl_2,Yl_3,Yl_4,Yl_5,Yl_6,Vl_0,Vl_1,Vl_2,Vl_3,Vl_4,Vl_5,Vl_6
0.005,10.4487,5.67674e+07,2.20159e+09,2.68649,2.65347e+07,2.30021e+06,1.204e+06,625384,321807,164793,84233,10.2069,0.156548,0.0541598,0.0191584,0.00828795,0.0032519,0.000366982,161.145,2.37204,1.27318,0.672847,0.349037,0.179287,0.091686
0.01,10.4393,1.17203e+07,2.73032e+08,0.508988,6.0545e+06,524960,275885,141548,73470,37639,nan,10.2089,0.157402,0.0450538,0.0179734,0.00778269,0.00222155,nan,161.164,2.37352,1.28396,0.661043,0.349468,0.179525,nan
0.02,10.4311,2.37599e+06,3.35872e+07,0.136522,1.36996e+06,118400,62320,31718,16638,nan,nan,10.2148,0.158854,0.0356005,0.0178293,0.00401793,nan,nan,161.495,2.36268,1.28185,0.649271,0.350809,nan,nan
0.05,10.3824,303893,2.6003e+06,0.0244318,196695,16905,9109,4619,nan,nan,nan,10.1962,0.157643,0.0300629,-0.00153876,nan,nan,nan,161.427,2.31291,1.33477,0.618974,nan,nan,nan
0.1,10.415,76063,650075,0.00881679,49257,4219,2280,1156,nan,nan,nan,10.248,0.110618,0.0395256,0.0168479,nan,nan,nan,161.774,2.32488,1.34034,0.543628,nan,nan,nan
