eps,mlmc_estimate,mlmc_cost,std_mc_cost,mlmc_wall_time,Nl_0,Nl_1,Nl_2,Nl_3,Nl_4,Nl_5,Nl_6,Nl_7,Yl_0,Yl_1,Yl_2,Yl_3,Yl_4,Yl_5,Yl_6,Yl_7,Vl_0,Vl_1,Vl_2,Vl_3,Vl_4,Vl_5,Vl_6,Vl_7
0.005,0.08751711927063546,17792,8.686853151145632e-15,0.007746592,2368,296,100,5,1,nan,nan,nan,0.05470248217172331,0.02441776089821483,0.006778192844217038,0.001093834753174094,0.0005248486033062015,nan,nan,nan,0.006234147046290808,0.0007766840295389698,0.0001016966758099038,9.409922973587382e-06,2.319710839336048e-23,nan,nan,nan
0.005,0.08751711927063546,17792,8.686853151145632e-15,0.007422611,2368,296,100,5,1,nan,nan,nan,0.05470248217172331,0.02441776089821483,0.006778192844217038,0.001093834753174094,0.0005248486033062015,nan,nan,nan,0.006234147046290808,0.0007766840295389698,0.0001016966758099038,9.409922973587382e-06,2.319710839336048e-23,nan,nan,nan
0.005,0.08751711927063546,17792,8.686853151145632e-15,0.006145205,2368,296,100,5,1,nan,nan,nan,0.05470248217172331,0.02441776089821483,0.006778192844217039,0.001093834753174094,0.0005248486033062015,nan,nan,nan,0.006234147046290808,0.0007766840295389698,0.0001016966758099038,9.409922973587382e-06,2.319710839336048e-23,nan,nan,nan
0.005,0.08751711927063546,17792,8.686853151145632e-15,0.004791241,2368,296,100,5,1,nan,nan,nan,0.05470248217172331,0.02441776089821483,0.006778192844217039,0.001093834753174094,0.0005248486033062015,nan,nan,nan,0.006234147046290808,0.0007766840295389698,0.0001016966758099038,9.409922973587382e-06,2.319710839336048e-23,nan,nan,nan
0.005,0.08751711927063546,17792,8.686853151145632e-15,0.003638394,2368,296,100,5,1,nan,nan,nan,0.05470248217172331,0.02441776089821483,0.006778192844217039,0.001093834753174094,0.0005248486033062015,nan,nan,nan,0.006234147046290808,0.0007766840295389698,0.0001016966758099038,9.409922973587382e-06,2.319710839336048e-23,nan,nan,nan
0.002,0.08028780640264992,96138,5439.356932532315,0.011650714,16698,2386,287,34,6,nan,nan,nan,0.05438595492660128,0.01756980875804043,0.005367182331541718,0.001761290098062853,0.001203570288403641,nan,nan,nan,0.006056461969259402,0.000981876212875273,0.0001113197460638061,1.269872695420052e-05,2.324014925243459e-06,nan,nan,nan
0.002,0.08028780640264992,96138,5439.356932532315,0.008815833,16698,2386,287,34,6,nan,nan,nan,0.05438595492660128,0.01756980875804043,0.005367182331541718,0.001761290098062853,0.001203570288403641,nan,nan,nan,0.006056461969259402,0.0009818762128752732,0.0001113197460638061,1.269872695420052e-05,2.324014925243459e-06,nan,nan,nan
0.002,0.08028780640264992,96138,5439.356932532315,0.007295236,16698,2386,287,34,6,nan,nan,nan,0.05438595492660128,0.01756980875804043,0.005367182331541718,0.001761290098062853,0.001203570288403641,nan,nan,nan,0.006056461969259404,0.000981876212875273,0.0001113197460638061,1.269872695420052e-05,2.324014925243459e-06,nan,nan,nan
0.002,0.08028780640264992,96138,5439.356932532315,0.007568074,16698,2386,287,34,6,nan,nan,nan,0.05438595492660128,0.01756980875804043,0.005367182331541718,0.001761290098062853,0.001203570288403641,nan,nan,nan,0.006056461969259404,0.000981876212875273,0.0001113197460638061,1.269872695420052e-05,2.324014925243459e-06,nan,nan,nan
0.002,0.08028780640264992,96138,5439.356932532315,0.007639331,16698,2386,287,34,6,nan,nan,nan,0.05438595492660128,0.01756980875804043,0.005367182331541718,0.001761290098062853,0.001203570288403641,nan,nan,nan,0.006056461969259402,0.000981876212875273,0.0001113197460638061,1.269872695420053e-05,2.324014925243459e-06,nan,nan,nan
