run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.000972083,1,3,3,100,0.08676494313702449,8888,212.9908831951358,3,"664;100;100;2","0.05974066371528763;0.01940249731280532;0.00802686731671088;-0.0004050852077793453","0.007991540458954192;0.001214281093257703;0.00010954550085857;1.820434899103725e-05"
1,0.01,0.000815084,1,3,3,100,0.08676494313702449,8888,212.9908831951358,3,"664;100;100;2","0.05974066371528763;0.01940249731280532;0.00802686731671088;-0.0004050852077793453","0.007991540458954192;0.001214281093257703;0.00010954550085857;1.820434899103725e-05"
2,0.01,0.000947292,1,3,3,100,0.08676494313702449,8888,212.9908831951358,3,"664;100;100;2","0.05974066371528763;0.01940249731280532;0.00802686731671088;-0.0004050852077793453","0.007991540458954192;0.001214281093257703;0.00010954550085857;1.820434899103725e-05"
3,0.01,0.001061792,1,3,3,100,0.08676494313702449,8888,212.9908831951358,3,"664;100;100;2","0.05974066371528763;0.01940249731280532;0.00802686731671088;-0.0004050852077793453","0.007991540458954192;0.001214281093257703;0.00010954550085857;1.820434899103725e-05"
4,0.01,0.001266041,1,3,3,100,0.08676494313702449,8888,212.9908831951358,3,"664;100;100;2","0.05974066371528763;0.01940249731280532;0.00802686731671088;-0.0004050852077793453","0.007991540458954192;0.001214281093257703;0.00010954550085857;1.820434899103725e-05"
