run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.001,0.038145,1,3,3,100,0.08405934168562232,686848,24411.71918651545,5,"92104;13207;1698;247;30;4","0.05570934430200739;0.01738217529112901;0.006725948073230069;0.002457646185223109;0.001394604840317411;0.0003896229937153358","0.006309283967901769;0.001037087257992747;0.0001370150905287806;2.298817769583602e-05;2.628366026766599e-06;3.259328578402019e-07"
1,0.001,0.041049958,1,3,3,100,0.08405934168562232,686848,24411.71918651545,5,"92104;13207;1698;247;30;4","0.05570934430200739;0.01738217529112901;0.006725948073230069;0.002457646185223109;0.001394604840317411;0.0003896229937153358","0.006309283967901769;0.001037087257992747;0.0001370150905287806;2.298817769583602e-05;2.628366026766599e-06;3.259328578402019e-07"
2,0.001,0.03689325,1,3,3,100,0.08405934168562232,686848,24411.71918651545,5,"92104;13207;1698;247;30;4","0.05570934430200739;0.01738217529112901;0.006725948073230069;0.002457646185223109;0.001394604840317411;0.0003896229937153358","0.006309283967901769;0.001037087257992747;0.0001370150905287806;2.298817769583602e-05;2.628366026766599e-06;3.259328578402019e-07"
3,0.001,0.039558875,1,3,3,100,0.08405934168562232,686848,24411.71918651545,5,"92104;13207;1698;247;30;4","0.05570934430200739;0.01738217529112901;0.006725948073230069;0.002457646185223109;0.001394604840317411;0.0003896229937153358","0.006309283967901769;0.001037087257992747;0.0001370150905287806;2.298817769583602e-05;2.628366026766599e-06;3.259328578402019e-07"
4,0.001,0.038543041,1,3,3,100,0.08405934168562232,686848,24411.71918651545,5,"92104;13207;1698;247;30;4","0.05570934430200739;0.01738217529112901;0.006725948073230069;0.002457646185223109;0.001394604840317411;0.0003896229937153358","0.006309283967901769;0.001037087257992747;0.0001370150905287806;2.298817769583602e-05;2.628366026766599e-06;3.259328578402019e-07"
