run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.00175725,1,2,3,100,0.08506950663272402,24697,3322.105994055828,3,"2713;692;105;19","0.08398420414213199;0.008707301066463403;-0.003814476134496314;-0.00380752244137507","0.01542666435593339;0.007472232495627968;0.001470785343361975;0.0002839406832526349"
1,0.01,0.001428,1,2,3,100,0.08506950663272402,24697,3322.105994055828,3,"2713;692;105;19","0.08398420414213199;0.008707301066463403;-0.003814476134496314;-0.00380752244137507","0.01542666435593339;0.007472232495627968;0.001470785343361975;0.0002839406832526349"
2,0.01,0.001824375,1,2,3,100,0.08506950663272402,24697,3322.105994055828,3,"2713;692;105;19","0.08398420414213199;0.008707301066463403;-0.003814476134496314;-0.00380752244137507","0.01542666435593339;0.007472232495627968;0.001470785343361975;0.0002839406832526349"
3,0.01,0.002208541,1,2,3,100,0.08506950663272402,24697,3322.105994055828,3,"2713;692;105;19","0.08398420414213199;0.008707301066463403;-0.003814476134496314;-0.00380752244137507","0.01542666435593339;0.007472232495627968;0.001470785343361975;0.0002839406832526349"
4,0.01,0.001745917,1,2,3,100,0.08506950663272402,24697,3322.105994055828,3,"2713;692;105;19","0.08398420414213199;0.008707301066463403;-0.003814476134496314;-0.00380752244137507","0.01542666435593339;0.007472232495627968;0.001470785343361975;0.0002839406832526349"
