eps,mlmc_estimate,mlmc_cost,std_mc_cost,mlmc_wall_time,Nl_0,Nl_1,Nl_2,Nl_3,Nl_4,Nl_5,Nl_6,Nl_7,Nl_8,Yl_0,Yl_1,Yl_2,Yl_3,Yl_4,Yl_5,Yl_6,Yl_7,Yl_8,Vl_0,Vl_1,Vl_2,Vl_3,Vl_4,Vl_5,Vl_6,Vl_7,Vl_8
0.0005,0.1003064196253919,288054274,19541431.25130983,41.252082936,11266218,2827123,372079,61422,10570,1965,348,nan,nan,0.1659608778544315,-0.0516436456953071,-0.01042878540359758,-0.002482357279922855,-0.0004924887505914583,-0.0003946228383923352,-0.0002125582612283043,nan,nan,0.0551457303422162,0.02775037802686119,0.003852227380287434,0.0008389379834536518,0.0001998905971918903,5.365827121701063e-05,8.153324364767296e-06,nan,nan
0.0005,0.1010566727723328,276930464,32182535.86544332,39.837196191,11047704,2766177,363358,59477,10350,1754,344,nan,nan,0.1660078689884762,-0.05152233063051165,-0.01049485613919616,-0.002527886905258137,-0.0004550461234736823,-0.0002492291538612472,0.0002981527361575245,nan,nan,0.05512873716154258,0.02763580789000863,0.003818127467778271,0.000816548952494497,0.0001986438271323104,4.542396281981316e-05,1.342760673039896e-05,nan,nan
0.0005,0.1004812889630987,289208940,33862950.08820753,41.624920406,11262732,2823164,372790,61033,10546,1937,357,nan,nan,0.1660314127114066,-0.05188084429673267,-0.01050062755314008,-0.002425211816038338,-0.0007525465653806872,-0.0003421976645534888,0.0003513041475373899,nan,nan,0.0551538590728031,0.02772737286354691,0.003866512173093584,0.0008280408405223451,0.0001964344750343123,5.095604255200795e-05,1.412873051448445e-05,nan,nan
0.0005,0.1003280560244337,270525586,30169497.27018311,40.76279222,10906010,2733767,361931,58793,10152,1777,323,nan,nan,0.1659481312328261,-0.05159675209494475,-0.01064355932645445,-0.002436563614782767,-0.0005657930223649708,-0.0003783123164941334,9.051666486409425e-07,nan,nan,0.05506291179688659,0.02767768460921895,0.003880733260278004,0.0008192575019557813,0.000193551741449315,4.779345572323437e-05,1.258770117717333e-05,nan,nan
0.0005,0.1006693231585795,282975040,29716740.21076522,41.131283765,11176808,2799011,369187,59517,10330,1933,342,nan,nan,0.1660868674405991,-0.05170591771180035,-0.01063083411601738,-0.002451053551641833,-0.0006234741068916826,-0.0002581045096865584,0.0002518397140182975,nan,nan,0.0552695382286662,0.02769516554015503,0.003854650202165266,0.0008064806110955066,0.0001972053819493759,5.442238582191555e-05,1.23987961212233e-05,nan,nan
0.0005,0.1009389307030028,281562494,25505778.61654467,40.553009019,11139062,2791281,368520,60796,10540,1896,336,nan,nan,0.1661093432613112,-0.05171705547744824,-0.01044345238639627,-0.00254239732507928,-0.0005384728085154171,-0.0001277225352897258,0.0001986879744205283,nan,nan,0.05513558058658381,0.02767965609725005,0.003862973362238293,0.0008243413851014821,0.0002049633269637387,5.007637344983776e-05,1.064184519353952e-05,nan,nan
0.0005,0.1001858561427418,272224707,25717171.75578843,39.374571628,10945363,2744974,361792,59125,10008,1830,324,nan,nan,0.1660447454800427,-0.05160289612465729,-0.01063517799823455,-0.00249644336348371,-0.0005825957455074097,-0.0005501006920956113,8.324586677691747e-06,nan,nan,0.05511443355267774,0.02770870292939635,0.003855580103515055,0.0008304958826112147,0.0001930416801949789,4.61725768791276e-05,1.073004532640467e-05,nan,nan
0.0005,0.1010935271959915,265065375,28896032.0191505,38.444696057,10819735,2707889,355934,58291,9999,1738,313,nan,nan,0.1661583349478699,-0.05153120462155271,-0.0105508186442871,-0.002480224111571091,-0.0004849072650301957,-0.000220924321586883,0.0002032712121495695,nan,nan,0.05524995574733439,0.02768416752159524,0.003826217729131319,0.0008208191182893633,0.0001932435080648967,4.665826383486616e-05,1.205636981636357e-05,nan,nan
0.0005,0.1007418659269705,280705061,32257642.36728626,43.093286141,11107293,2780721,367995,60062,10443,1850,342,nan,nan,0.166086022204525,-0.05155302985355201,-0.01060568293743599,-0.002507974774011093,-0.0005940196091357643,-0.0001760571757486018,9.26080723290256e-05,nan,nan,0.05517369881918786,0.02767570100157988,0.003876718807549843,0.000825857887081082,0.0002005952602094376,4.839154283454675e-05,1.345894361988025e-05,nan,nan
0.0005,0.100563395249041,276604275,29076766.72131252,42.359606859,11036699,2770387,365011,60181,10175,1863,330,nan,nan,0.1658994788729415,-0.05182966036333442,-0.01050702760792718,-0.002524678600580669,-0.0005822959870400483,-7.15754536995906e-05,0.0001791543886813523,nan,nan,0.05502949573560419,0.02776028708059011,0.003860587058305181,0.0008377581880777839,0.0001950954820965087,5.091874403878507e-05,1.213177824636779e-05,nan,nan
0.001,0.1011445498686635,77920846,9162950.489990627,11.850034264,2922982,732749,96544,16147,2720,497,104,nan,nan,0.1658789253797543,-0.05123675849846336,-0.0103060805953908,-0.00255682779518419,-0.0008735325405597324,-0.0001312949101748907,0.0003701188286822406,nan,nan,0.05501864678420748,0.02762837317091171,0.003825387138935321,0.0008580501955941508,0.0001958449434190869,5.015851056562986e-05,1.529233074536225e-05,nan,nan
0.001,0.1007421278111929,65734337,6414547.153426046,11.030080425,2693289,674459,89349,14116,2521,433,77,nan,nan,0.1661240540290676,-0.05145209345344428,-0.01068106665216946,-0.002450834426588375,-0.0008017433006073042,9.476201788621666e-05,-9.095040295146933e-05,nan,nan,0.0552867793232803,0.02775823802139724,0.0038892706258359,0.000804661214557309,0.0001952296680366002,4.49139039177751e-05,1.070543563004817e-05,nan,nan
0.001,0.100729738262066,74701632,9415670.334688378,10.749680935,2868432,718294,94655,15580,2724,488,95,nan,nan,0.166134837596312,-0.05172572082377197,-0.01073506568979328,-0.002470846313203165,-0.0009558026176144939,0.0001939914588661175,0.0002883446512708469,nan,nan,0.05518006349896575,0.02768207115790038,0.003845350583668649,0.0008333634808765096,0.0002036900834070809,5.217929306040548e-05,1.571410269046403e-05,nan,nan
0.001,0.1004525535621988,299692012,24040672.82267147,46.249143334,5695940,1427885,188139,30687,5420,931,139,39,5,0.1662281505782505,-0.05168124234476224,-0.01045429069820786,-0.002385143614873278,-0.001114717872728886,4.667520149357996e-05,-0.0006659890072690599,0.0006108389988328571,-0.0001317276785368332,0.05522107892783763,0.02775551498570805,0.003855949663035223,0.0008189054687982215,0.0002024692270458425,4.808689667162727e-05,8.344452056707917e-06,5.214050536129742e-06,6.269094013144041e-07
