run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.05,0.001769584,2,4,3,100,0.08588685383787494,7300,9.621888303881509,2,"100;100;100","0.05899788953299431;0.02027636604093175;0.006612598263948868","0.005606817046967206;0.0008257684987779814;0.0001647583613678341"
1,0.05,0.001792875,2,4,3,100,0.08192553306049842,7300,9.979427649154601,2,"100;100;100","0.06173141508177533;0.01499081841696899;0.0052032995617541","0.004195878492031733;0.001517557577949781;0.0001708806104307295"
2,0.05,0.001797417,2,4,3,100,0.08543798338070384,7300,8.506657109648391,2,"100;100;100","0.06023242133447402;0.01810163474862577;0.007103927297604055","0.00681918472848401;0.0007583392746969592;0.0001456619368090478"
3,0.05,0.001916292,2,4,3,100,0.0749909144014593,7300,9.743473077694382,2,"100;100;100","0.05490674959298536;0.01717772792213499;0.002906436886338939","0.004878347816319685;0.0008373611048558581;0.0001668402924262737"
4,0.05,0.001809666,2,4,3,100,0.08068737730037058,7300,9.026750305871479,2,"100;100;100","0.0588332696097893;0.01706349469348129;0.004790612997100006","0.006683083421317067;0.0007853231013756121;0.0001545676422238267"
5,0.05,0.001787958,2,4,3,100,0.07443721846899085,7300,9.625234920946021,2,"100;100;100","0.05250766071604399;0.01470667183957208;0.007222885913374773","0.0044758500172146;0.001247370552597104;0.0001648156664545552"
6,0.05,0.001797083,2,4,3,100,0.07668216462946242,7300,10.7675225306284,2,"100;100;100","0.05325429164597795;0.01842033002928649;0.005007542954197989","0.003340210258463726;0.000683396504272944;0.0001843753857984315"
7,0.05,0.001789292,2,4,3,100,0.0741853762223276,7300,6.710376756570327,2,"100;100;100","0.05334141674085657;0.01648233693540897;0.004361622546062069","0.004176796651625362;0.0006689279993500408;0.0001149037115851084"
8,0.05,0.001828458,2,4,3,100,0.07856541193481817,7300,8.182096870423727,2,"100;100;100","0.05294351384393298;0.02195551102164952;0.003666387069235671","0.005307313444503212;0.001403235902038184;0.0001401043984661598"
9,0.05,0.001830166,2,4,3,100,0.06031371012451626,7300,7.868055966172183,2,"100;100;100","0.04485821525642995;0.007940130012574445;0.007515364855511875","0.003679737870208268;0.0007811279917582465;0.0001347269857221265"
