Pf,Pc
2.542645689456450326e-03,1.371864638147015682e-03
4.696377137769023880e-01,4.361960333265131329e-01
3.988589717218291031e-02,3.464672661946489873e-02
2.236429414079513581e-02,2.394625520363177079e-02
1.466290305712705244e-01,1.140799778715204105e-01
1.139510022610417360e-02,6.938718870858570989e-03
1.500063222817315037e-02,2.471660796075947440e-03
3.790351645015515355e-03,2.871532287434962541e-03
2.852675472226063810e-02,5.444199741947133853e-02
4.427001565944111566e-02,2.907811191008144100e-02
1.060313535658809203e-01,1.343414091440279512e-01
9.862377650269539553e-02,1.066449673985820495e-01
6.915694711427511354e-02,1.161248235020984759e-01
8.460131616717508907e-02,5.822653244815267914e-02
1.211191943979757213e-02,2.981318028045575053e-02
5.474591125702415323e-02,6.259762239044079635e-02
5.808096878817829989e-01,7.513042747578748681e-01
3.879038577449365251e-03,2.079971342823096550e-02
8.820919026259615991e-03,3.554022284776196545e-03
5.631993626454685070e-02,8.605962991409621399e-02
6.397561675579901659e-04,2.609328352694290174e-03
3.291898499519208682e-02,7.830824710202560768e-02
1.548285654839756317e-02,5.397566321671051076e-02
3.766796124294009007e-01,3.641957881156619448e-01
2.094396695420587106e-03,8.591167686114754018e-04
5.678269046190620450e-02,4.458967929388545082e-02
2.283076619144929487e-01,1.952626122768537364e-01
2.284996011719536424e-01,1.422324006545317432e-01
3.142868527055205363e-01,2.791390032840020963e-01
2.003647111223187116e-01,2.178813288974784657e-01
4.853212270182767907e-01,4.782757371860583140e-01
1.122803517127993617e-01,5.751598249726513207e-02
2.175787340999769115e-01,2.544018307712818672e-01
9.954202798425585298e-05,2.813349229449288707e-04
2.632512048524482656e-03,1.865210934248721095e-03
5.041482492857330376e-03,2.154335787605282312e-02
4.780804991165223811e-02,3.990394361016447872e-02
9.719022380540885686e-02,8.530677582556009386e-02
1.019722919526385163e-01,1.184800540244169004e-01
6.082978241743770831e-02,3.891804409700037187e-02
1.524873215492678416e-02,1.732690039876550597e-02
2.741729648710642753e-04,2.600979046448788617e-03
9.604841414097282926e-02,1.257643138752850553e-01
3.212538813378874036e-01,2.685773567077763269e-01
2.911435720935995689e-02,3.420609795839622824e-02
6.706881717824272893e-02,5.674993722969565862e-02
1.568837557468931443e-02,2.390285536757367699e-02
1.856371467409835274e-01,2.293927543210292075e-01
8.331580896734268327e-02,1.070189619143994131e-01
7.425080406086216611e-02,6.101303758058577303e-02
3.983072671399275066e-02,4.429182625990273070e-02
3.580317728272710553e-01,3.728528726267109072e-01
7.446880067263431102e-02,7.625997158494048078e-02
2.575116693225066311e-01,3.375298543590544709e-01
9.062724894840670786e-02,1.128090855783742547e-01
2.663623159493429260e-02,3.382363821940324866e-02
1.561151337264561623e-01,2.041393935076525057e-01
1.123890775389351122e-02,6.746105369248512479e-03
6.047356655629290006e-02,7.400299632139814565e-02
2.566576456444863430e-01,2.415825365365999455e-01
2.249887838168631027e-01,2.151276699208679311e-01
2.266742385928134478e-03,2.446199705667651512e-03
3.122661261686321965e-01,3.403908922698252737e-01
1.901192492041605493e-03,1.904945221890104391e-04
4.722180324099172627e-02,6.518190755833817851e-02
8.897580327423911320e-03,3.013030584405404499e-02
1.394568427987529224e-01,1.538817214080022422e-01
9.179932306591226387e-02,1.217368699629793466e-01
1.114019083092721851e-01,1.581442672187507170e-01
2.110004726857198643e-01,2.098368429770642307e-01
1.785879315257911937e-01,2.529906037305107991e-01
2.789039235677170936e-01,1.985208772446712677e-01
2.889769298226465416e-02,5.106934717753686820e-03
1.077459256345751626e-02,1.150327950144454728e-02
4.260707650002588248e-02,4.321050625782762306e-02
4.050299686268670624e-02,5.412823787656152741e-02
1.568159393981473637e-01,2.189864787638171328e-01
1.631828377894969234e-02,2.208348882890748960e-02
7.226001633112466571e-02,1.250969381338396247e-01
1.122954307146288716e-01,1.037318885615443470e-01
1.202454665757092950e-01,1.418817944351273563e-01
2.310570954279655043e-04,7.344328778508915113e-04
3.388036766428636354e-02,8.937513119115839816e-03
2.454393576276421574e-02,1.630814003710407203e-02
2.649784511431729078e-02,1.089191252826982384e-02
3.324961272195063322e-01,4.192090662375557164e-01
1.046760603932316794e-03,4.582148017220896881e-03
1.068869270590258776e-02,6.434288429669401434e-03
7.561415164803192424e-02,7.539050852845863293e-02
3.451009006905499284e-03,5.947721673566122580e-03
8.339735941027291710e-03,1.495790762437294689e-02
2.167440736892226605e-01,2.568743065127103153e-01
2.701357377575192009e-02,1.785773916595837646e-02
4.213489296208406953e-01,4.250152609993231301e-01
5.551355905115515528e-03,9.513156979187371203e-04
5.926479550808185968e-05,6.011969147314287542e-05
1.608276538082672319e-02,1.408644642507480768e-02
1.614602727893996170e-01,1.597630326606004347e-01
3.397335978771607191e-03,3.742591101036244015e-03
6.349727040133668413e-04,2.901916259800599480e-03
1.956296872054786185e-03,6.072054089231693989e-04
3.075566158298285724e-01,3.501237587332820533e-01
1.712909783701880018e-01,2.090977047080229134e-01
7.480340037468705128e-02,7.862189319997615888e-02
3.849527728721679809e-05,3.828808191362325676e-03
8.608926390038480064e-03,1.474207605912256080e-02
2.470054018061090262e-01,1.816158232916178783e-01
2.584563079340527862e-03,1.216713740725290909e-03
1.724868367201274622e-01,1.934409289906065532e-01
6.778660768122247993e-02,2.726511171215343157e-02
4.298946250785460887e-01,3.717298175067414445e-01
1.047365767421183091e-01,1.150768833999002289e-01
9.666466835741358010e-02,1.268916238921495576e-01
7.399564999336359639e-02,8.025117141436448331e-02
1.504839769296991980e-01,1.592862398782210198e-01
2.801826438089149302e-02,1.198744516209924657e-02
5.947330917749543699e-02,6.324733037483364073e-02
