Pf,Pc
3.777714483218996139e-02,3.851087021153544454e-02
1.566134987301608383e-01,1.565108780468135175e-01
7.047802061376546787e-03,7.036115979009201736e-03
2.568251057305517837e-02,2.603672349464013214e-02
1.813026696288630168e-01,1.815372912853922549e-01
1.864219407640333934e-02,1.915678923332119615e-02
2.930304681605417905e-01,2.930238559925887332e-01
3.052686061456513222e-01,3.061327508743765802e-01
2.263768203190589991e-03,2.316475096919982154e-03
1.751178523673827259e-01,1.745874544020544761e-01
1.504675069483112602e-02,1.535684374874385534e-02
5.399474788177417890e-04,5.365549435675733177e-04
2.619167933230777314e-03,2.712885584244875518e-03
7.654345773710348189e-01,7.638741410013764055e-01
5.140051093876212701e-02,5.071501927006311083e-02
3.199043422960023975e-02,3.266022943741467288e-02
2.907875267988286883e-01,2.913633654736221823e-01
6.072923821391869315e-02,6.173932559843797047e-02
2.894592373519631542e-02,2.832789062309937558e-02
6.870700849756100625e-01,6.854102328257057897e-01
8.684400265892025517e-02,8.648676820738893101e-02
1.209898394894933643e-01,1.215275096100638108e-01
7.888747922962578707e-02,7.778259914994035962e-02
1.232358142155582231e-01,1.230262259479971559e-01
1.303724752375830798e-01,1.310574751494946455e-01
5.862866426354713945e-02,5.879371403896493931e-02
1.905614134595822525e-04,2.046703490317442658e-04
2.396828680536531864e-01,2.388006252032960908e-01
1.364159095476225568e-02,1.352429997109685228e-02
5.911612830340428476e-02,5.920980281026270303e-02
2.553930586120159996e-01,2.560127367490809269e-01
1.693383221520537024e-02,1.659371291691920727e-02
2.367323636690333438e-03,2.310494252095104950e-03
2.907937317313771808e-02,2.904873037523313106e-02
2.199823822741129404e-04,2.283893117263787712e-04
5.396706583476866548e-02,5.394913949226800426e-02
1.153553913614714238e-01,1.160089040781365211e-01
8.896034893383747769e-03,9.009189775207423340e-03
4.247256713263459771e-01,4.255519569809864677e-01
4.085113377168266002e-02,4.075804485738199895e-02
2.375227866089157092e-01,2.370820796656006035e-01
1.898133783408932629e-02,1.922060975793571033e-02
8.442986649679859457e-02,8.541079196748325997e-02
1.911356329556990752e-01,1.902991768350388024e-01
1.193197063486992233e-02,1.208333660446057542e-02
1.089475625612002473e-02,1.097990173955558195e-02
1.753069025523708042e-03,1.876422390670656401e-03
3.627984245792003487e-02,3.623947263594329282e-02
3.863812923348501904e-01,3.872593710709746340e-01
1.612657270930693831e-01,1.600952791627783534e-01
1.093575352275241372e-02,1.079706195260323950e-02
3.669995847022251012e-01,3.690727624423333908e-01
2.821947968702405163e-01,2.825325302837086716e-01
4.396137739619626617e-02,4.437050563862228458e-02
1.896814985284944743e-02,1.924806621216676797e-02
4.071417634799527098e-03,3.931527337013462041e-03
5.937259116998680995e-03,5.925487841909283723e-03
3.309043911691036477e-04,2.990562974866794056e-04
2.535514032233197445e-03,2.432821960966920129e-03
6.673275727582138606e-01,6.679580955924442343e-01
1.206363365205602445e-01,1.210139916810275967e-01
1.417579895633232501e-01,1.431902963552290353e-01
5.256191682111929775e-04,5.066557165475188635e-04
2.123502237962671679e-01,2.127024831734201371e-01
8.446731714636408067e-03,8.282666939019857691e-03
3.355160398445576706e-03,3.399288046288493313e-03
3.995752539981975784e-03,4.075907565586266330e-03
8.658263065692589633e-02,8.621945273778441887e-02
6.082290878348909496e-02,6.089999129557862462e-02
7.179824688932571163e-03,7.234061432865405809e-03
9.271639330819814173e-02,9.259049955081821714e-02
1.054538067091845689e-04,1.067789689939553736e-04
1.606218353142889119e-02,1.603663627641591788e-02
4.122846044966883144e-02,4.153356349368413081e-02
1.530492830173205143e-01,1.530544246192805935e-01
7.470641942221938059e-02,7.483949660066026299e-02
2.957688691154762226e-02,2.941244626451425606e-02
3.145400027257124614e-02,3.129680670558025735e-02
6.269387661876435480e-02,6.239402290089976488e-02
7.499665316428320849e-02,7.518891987488626749e-02
3.263109077118275109e-02,3.284026797836264722e-02
4.083493157433607662e-02,4.055076915065942977e-02
9.548298554103978875e-01,9.550454272918572629e-01
1.239117596196766258e-02,1.260820995762967738e-02
2.461524242794565220e-01,2.463143800949415541e-01
1.297643805938493156e-01,1.297477481815470235e-01
7.621347738550254824e-02,7.653333460925136611e-02
1.008671488173354530e-01,1.004836199750040460e-01
2.190659008759924392e-02,2.199597166842100215e-02
3.787285533422882211e-01,3.782048840941789614e-01
3.901523738196233104e-01,3.904021061849821117e-01
8.768676942049772813e-03,8.351183616110056940e-03
4.814387786353826180e-04,4.762063615998392784e-04
2.209922425206772845e-01,2.229318665936880217e-01
4.633105882824400490e-04,4.676517427909806048e-04
3.722602582520840864e-01,3.731898423705963808e-01
4.048403656713067179e-04,3.242829708270267438e-04
1.687782687607912793e-02,1.710738652162288598e-02
3.582476566365565968e-02,3.560619905094141585e-02
3.203325853515197330e-02,3.207348083588155291e-02
1.279744234663182829e-02,1.290799897092241404e-02
2.230607556509896505e-01,2.246736271858602030e-01
1.269383483754948656e-03,1.245549142442334061e-03
5.343196203360885826e-02,5.318827265470819216e-02
6.253761494750141071e-03,6.290929671128012331e-03
6.649862945836426675e-01,6.675817482824514260e-01
5.955723055252162279e-01,5.966280489236531759e-01
2.567665124083075637e-02,2.552279352264037737e-02
4.860293670689349449e-03,4.748521654130057751e-03
1.161847950459393014e-01,1.166169809202203395e-01
5.240485746868109643e-05,5.974614969357317721e-05
5.876385552034076032e-03,6.010632349254393762e-03
4.324616431655754489e-01,4.348028905162169555e-01
4.046030816889489845e-02,4.058375485384202452e-02
2.174669656543791723e-03,2.199542088863113559e-03
1.424087722281874024e-01,1.437296603933135575e-01
4.201544376776402689e-01,4.193861557188224842e-01
5.035896429678121677e-01,5.043566748068336603e-01
7.777523765286530055e-03,8.047419821820958608e-03
1.725963902004269690e-02,1.718148620993355941e-02
9.241662359648223843e-03,9.140626288669040714e-03
3.610411583658516138e-02,3.619522759819345653e-02
2.195703623898322410e-01,2.200306178995406203e-01
4.642770528370980532e-02,4.604470254638903109e-02
5.301468821551909988e-02,5.248791682570137090e-02
1.136395904789170956e-02,1.124709421318526199e-02
1.451815050547152486e-01,1.461680904249089696e-01
1.529160133982291614e-01,1.529257914476044034e-01
1.364449967558865329e-01,1.364095937916376122e-01
5.207893643493716543e-03,5.051154836843999019e-03
3.503195436790966510e-02,3.496303864695508856e-02
4.173729484947834214e-04,4.324267798784837556e-04
2.827130731772868333e-01,2.838645109419629664e-01
1.311471107710714401e-01,1.302527603824968072e-01
8.806890730154261215e-03,8.808316180203857107e-03
1.384208305106975345e-01,1.377443495422083497e-01
6.401492008585508986e-02,6.405508571654841554e-02
7.902772816853347732e-03,7.579048078655369232e-03
2.784772805796374533e-03,2.750109852446698012e-03
1.172922168423785189e-02,1.177651016131378396e-02
5.193255651320753674e-02,5.191955394459914219e-02
3.793918223994370976e-04,3.086013621330177818e-04
2.631196941485819396e-01,2.642202106997073030e-01
3.654404118118315895e-03,3.803190309617747802e-03
6.914435393652730577e-02,6.894556617991379199e-02
8.149329825768251989e-02,8.170069322010861668e-02
1.609891339241268093e-01,1.617358380508641114e-01
2.294057858566721578e-02,2.285466912320523181e-02
3.811782751374521161e-01,3.817796449156757310e-01
3.458184944953846540e-01,3.469178630931860630e-01
2.801168619007965432e-02,2.844329951183501709e-02
1.377831295643328902e-01,1.381883666544466704e-01
8.292239916577748282e-02,8.319411735122142493e-02
2.366633946916623602e-03,2.293271024324178894e-03
6.936871346596036429e-03,7.004161961523727893e-03
1.656111875471669159e-02,1.683213936313201348e-02
3.569521633989422788e-04,3.849763167294659324e-04
1.065846461921756728e-02,1.048779121795351613e-02
8.966283961791330845e-03,9.209133759410357070e-03
4.249986595400254835e-02,4.255729827801839338e-02
7.179906632889971989e-03,7.233504373091548950e-03
1.480909193113603695e-01,1.476900860953676287e-01
7.897033255868868284e-02,7.771270717270489792e-02
4.816117014443879740e-02,4.915819859222597676e-02
5.908448585290178995e-02,5.963030246965757980e-02
1.132872363229867757e-02,1.124311062223661180e-02
1.828769178229569803e-01,1.843088445412844611e-01
4.664596271207994971e-02,4.662231955284722174e-02
3.012654320036856417e-04,2.806383037975907543e-04
2.367177309356686358e-03,2.331824086939256278e-03
7.469853665285577753e-03,7.289837943494466115e-03
1.881927049100479143e-03,1.944288539319894262e-03
9.918762160754948654e-02,9.967615917473390819e-02
8.067480278977481878e-02,8.082866990803268259e-02
6.450403392731407677e-03,6.706201879743226360e-03
1.761525777091570710e-01,1.765765615263750199e-01
3.454102081186767505e-03,3.451720459716520629e-03
2.635689369955400707e-01,2.637587625527288981e-01
1.943444827686897358e-01,1.941438048654846316e-01
1.127665284300863602e-01,1.129994154776278181e-01
2.402607923226973696e-01,2.414419863357180063e-01
9.789392389694262162e-03,9.864778980933904678e-03
1.813018571227347333e-03,1.756042014262891192e-03
6.737237876714555207e-02,6.742736537058810486e-02
1.004464378397799826e-05,6.148537463662698812e-06
4.221965439806799614e-01,4.253054526618239017e-01
8.214415096876832856e-02,8.280223198918303107e-02
1.215945785494832315e-01,1.220994066213189760e-01
2.513022880993018293e-01,2.505905156715267368e-01
8.564266434669581818e-02,8.489176147531955763e-02
1.911382563164533976e-01,1.915019765051573231e-01
7.999609654536190551e-01,8.025620785604556939e-01
1.351254549060719179e-01,1.348803763770521080e-01
1.498072020449740110e-02,1.453983397675241186e-02
4.300327870028688992e-01,4.309519420458857719e-01
1.573798802734045418e-03,1.609964986372590563e-03
5.967680519882464065e-04,5.253115722762622796e-04
2.111396408185415088e-02,2.089758191152754976e-02
3.261467267748772991e-02,3.276165398868609302e-02
3.373376093458037989e-02,3.427961056102778875e-02
5.403712689379704115e-02,5.378564128344992534e-02
3.531395837496448600e-03,3.492440335849987879e-03
4.636245415080032101e-02,4.694701202588956457e-02
4.478936440149131754e-02,4.389545430261529435e-02
2.282904034565284498e-02,2.277506211540640188e-02
6.127454253864103584e-02,6.202406556189628273e-02
4.869042368659100501e-04,4.932077306693913744e-04
1.598378707633152096e-01,1.599277544343679081e-01
1.987022753453105139e-01,1.977529708774370398e-01
2.632197500204421295e-02,2.629641134314327985e-02
