Pf,Pc
9.842742248389192705e-03,5.270951911903657902e-03
1.760127529846982619e-01,1.810110949086315701e-01
1.948347484011863362e-01,1.978093021537836449e-01
4.025348718221402264e-03,6.449683922432721678e-03
2.065368743322206213e-01,2.004706298803279330e-01
2.344304806044424927e-01,2.610346775765594596e-01
3.037818676730168477e-01,2.784466845470202623e-01
9.725589995499004173e-03,7.151765005278407951e-03
1.322424930093792916e-01,1.631331052121422209e-01
2.032407233358647092e-01,2.239876613719436471e-01
2.594548268163237026e-01,2.230496424547809275e-01
1.865794081521360281e-01,1.712296687355334135e-01
6.480697602150796433e-02,6.019886176104833481e-02
2.637453596126816402e-01,2.645954943829123551e-01
5.916804330995817894e-03,5.646645627273546089e-03
3.150186544197230987e-02,3.174171740957037330e-02
8.474615417731772016e-02,9.427995507777621464e-02
3.121862239203044287e-01,3.127492344342246433e-01
1.285850369496318105e-02,1.413209339279441687e-02
2.069715424604939499e-03,1.379856021880141847e-03
3.312352963006102990e-02,4.064824262543563493e-02
3.027670344901088693e-03,1.325010704832428696e-03
4.235939609431202402e-01,4.211154132555135488e-01
1.360938284333806647e-01,1.315580168474081157e-01
1.268532462484403545e-02,1.073151101733453051e-02
9.203203282141708685e-02,8.356279921985423909e-02
1.467156630098236450e-04,2.598588779785389671e-03
1.447552487293183865e-01,1.353293452864119117e-01
3.095165475959962831e-02,4.021066668512716935e-02
9.422477004143407775e-02,1.046305391308379878e-01
2.583022474876870214e-02,3.733884281325561272e-02
6.429765307985479961e-02,5.753376579941609642e-02
3.480155976139751462e-03,4.468670936405775944e-03
1.468787137377764174e-01,1.288499012906956787e-01
2.926238878247138485e-03,3.440612286081375180e-03
2.140355181956404840e-03,4.529810631106528582e-03
6.128052169081336931e-02,5.758921403739171441e-02
1.503074134248001681e-03,4.915303318565003576e-03
7.487044561726877157e-02,5.843506553168130446e-02
1.950974291929240614e-02,2.574669038943165622e-02
2.182958894619844437e-01,2.090251792740212000e-01
1.558635699427572338e-02,1.778715666562286080e-02
1.721920714660919380e-02,1.033710290547733279e-02
4.807822721027305013e-02,4.710657952330562365e-02
1.593450979676581392e-01,1.487187299969525422e-01
1.338869169354749145e-01,1.297525758949425179e-01
9.421763785166174798e-02,6.903321468637148295e-02
6.139309751472666471e-02,5.007603534922761002e-02
1.505557068514370642e-03,3.534307435387507718e-03
3.182355633389433863e-02,5.193115243522853502e-02
7.268596741600324117e-03,6.239038706485187762e-03
4.633394465889727198e-02,3.129071010731510755e-02
1.428572634871067872e-02,1.742143621389878605e-02
7.903195354950016960e-02,9.096949782851128374e-02
3.973232361128286282e-03,4.171201712573998320e-03
2.604230347608208485e-01,2.574028111950699693e-01
9.632613288455412273e-03,9.602017417761529380e-03
5.952898458903610468e-02,5.616778615894389010e-02
3.335404448751622675e-01,2.857725629212106710e-01
4.319532732039095546e-02,4.904957956725750079e-02
1.204753253581277023e-01,1.101057445073126279e-01
6.195641178557139694e-01,5.687956691728828229e-01
3.404014883150831023e-03,2.001246709200582737e-03
3.387693141776834845e-03,6.214915508195354397e-03
2.522092338220142255e-02,2.376445504074039053e-02
1.341060959131606944e-01,1.149774787303347590e-01
2.854904842088477612e-01,3.193451306115027699e-01
1.637028036770349360e-01,1.837799367616367030e-01
3.050215881018932939e-03,6.279066008114307651e-03
2.776455981532168216e-01,2.423228644041006130e-01
1.197663957242979527e-01,1.272223364841914284e-01
2.482126210809489822e-06,1.212447952629470819e-04
4.739743573758675721e-01,4.977760381427391301e-01
7.463535752613942829e-03,6.506683238553570212e-03
2.604217808378777033e-01,2.648562899945712257e-01
2.493568743834194412e-02,3.877472165654385211e-02
3.837709849029091042e-02,5.398189595581416589e-02
2.727146603092982929e-02,3.166629919040798297e-02
3.150083007120287326e-01,3.200496773340937851e-01
5.348084677399333396e-05,1.888025928496634643e-05
6.421099382658719268e-01,6.364463979879255717e-01
1.823550506469738888e-02,1.770918653992259451e-02
6.509323458473578738e-02,7.714598570093279817e-02
1.371357155720087564e-03,2.115450482014288348e-03
5.351809332289323567e-03,8.002429452341176808e-03
5.668030694677048120e-02,5.367256776679438929e-02
7.209551412776368448e-04,8.330180219752816601e-05
8.224049830674394490e-02,4.945656024391450328e-02
4.426352691564566094e-02,3.645602871311964810e-02
9.482622993907363976e-03,9.218004980484032634e-03
3.045601734155077914e-02,2.633175368567050242e-02
1.640663582483208593e-01,1.833920481021602544e-01
5.338154648105946504e-02,5.616959129747334939e-02
1.590193773939936606e-01,1.508447061510637122e-01
2.387693898401326564e-01,2.226622464244437383e-01
2.646751064319087868e-02,2.762103525764784268e-02
6.938027405421526295e-01,7.000272265325031551e-01
2.880899506549237932e-02,4.365619201791578335e-02
2.852882810470444563e-02,2.726549208665871721e-02
5.453437767545660231e-02,5.778719673980062255e-02
1.028473289713071129e-02,8.574733686022229656e-03
3.201837552140417986e-01,3.049882231098561269e-01
8.396600893319550174e-02,8.667936612498794435e-02
9.220261638680594951e-03,5.834297134664123176e-03
3.918320057981742877e-01,3.778503681065076281e-01
1.383428094445599554e-01,1.065024852072795625e-01
2.378341565459428722e-02,3.592273070598707430e-02
2.253118899712768615e-04,8.446977125039396037e-05
3.195337018719481936e-04,7.505562911603430023e-04
8.570659755763735993e-05,2.553660793309204822e-05
2.840599390930198878e-03,7.726464424829659894e-03
3.711405263711325953e-02,3.265137907806452827e-02
2.536227952682621953e-02,2.944708893881374523e-02
1.355712474998823150e-02,2.134292989755723693e-02
1.485185714533605872e-01,1.549149230788226250e-01
3.967668635600303528e-02,4.813753706283539768e-02
1.523621278803287925e-02,8.752216457259829122e-03
1.440809636649517667e-01,1.310051871304733495e-01
2.111198400774147721e-01,2.311719258667862265e-01
2.485584528865925347e-01,2.508032062506388438e-01
2.546168795420970798e-02,2.625791993583836276e-02
4.396510498532071320e-01,4.586192135634366562e-01
8.107892717229100987e-03,1.231078196616709752e-02
5.253300023366929729e-03,1.113661130677230052e-03
5.141950732557852219e-03,5.320943207980253532e-03
2.912682722189962464e-02,3.829735229886230274e-02
4.160388551146390612e-02,4.887243292243691195e-02
2.455022255898078876e-01,2.673958444884753094e-01
1.753421860869291277e-02,1.875906026050404990e-02
1.206757935339154986e-01,8.480747726053650126e-02
5.016250040751776910e-05,8.676640480338834900e-04
5.598108964219868089e-02,6.539352508657556018e-02
1.108188311452029153e-02,1.553131100401914863e-02
4.759792795793531955e-02,5.453568988137196677e-02
1.696878401530278746e-02,2.041800526860916218e-02
6.211869972631917092e-02,5.870184025846084119e-02
8.288125774690623115e-02,9.480439362347128918e-02
2.464445193012527666e-02,2.639041692907815109e-02
1.220757785890458184e-02,1.427498736297793530e-02
3.014224035354035602e-01,3.067772655049337271e-01
