Pf,Pc
2.765706163947039276e-01,1.987537283772395913e-01
3.706852735792290909e-01,4.804518028809643404e-01
9.313545540047041271e-02,9.503409414149527334e-02
5.757676904273409391e-02,9.378796235048891816e-02
4.118347704358674144e-02,3.181101704866869800e-02
3.404890504833252840e-01,2.860438853031298523e-01
5.635371793906382987e-01,5.743045810700073694e-01
4.227056533106709341e-02,4.838998043079428824e-02
2.558435229482905731e-03,2.368607112013277477e-02
3.844153691301306630e-02,7.964792095854059117e-02
1.391478551564482580e-01,5.492796500619433198e-02
7.489126308099121332e-02,9.360628293710196446e-02
1.155159438500498736e-01,1.233446948478010008e-01
2.907324882785653278e-02,3.958033872754839616e-02
4.027897000364052960e-01,2.522306906138297999e-01
3.729924094616235419e-01,2.570660157763696718e-01
1.908478559062416480e-01,2.227677982981879357e-01
7.513963632899435530e-02,6.366056985163456861e-02
9.584248567464803692e-02,1.023577277309771216e-01
3.313773315758063165e-02,4.064194886791139272e-02
8.136664613052041473e-03,4.538553119019438781e-02
3.423274018648179151e-01,2.850463594814597879e-01
1.158406900846922910e-01,5.734666722324414934e-02
5.540671949874231145e-02,8.689521115908431514e-02
3.632611470845692470e-02,3.516812289686048476e-02
4.596619084906776627e-03,9.935437203944139442e-03
2.164789636701557746e-02,8.948707800421411632e-03
4.403893916201951919e-01,4.596023923686205492e-01
1.284773832811979093e-02,2.515737440695396329e-02
3.196914448349461643e-03,2.274555973438264697e-02
2.192366219389542681e-01,2.915780177159813524e-01
1.326091151044398453e-01,1.690882962996844985e-01
2.210881474171484673e-01,2.789073682572862367e-01
2.874634692080835913e-02,3.363921422504850822e-02
4.026529331623080465e-01,4.011702328429598841e-01
9.433231857612521185e-03,6.808930156010982448e-02
4.306833504397300874e-04,4.584630449185036517e-03
3.144614276138771314e-02,9.594128359150761592e-03
4.702104324079771080e-01,4.818198132841007286e-01
3.340310047431718776e-02,4.263224152410770296e-02
1.337835578790450564e-01,8.048335120598894277e-02
5.909758575730504893e-01,6.002286333515165495e-01
1.880601484205130305e-02,4.030833895937485645e-02
1.001873252089144350e-02,1.255431542558349588e-03
3.599359693872222765e-02,2.391116099925310809e-02
8.982035006332361737e-02,1.471913402377938163e-01
1.242654839077009660e-01,6.253394020270694464e-02
2.325372786359978725e-02,6.867588415366727983e-03
6.139399113491387208e-06,2.276136053290443891e-03
4.437569608386800202e-02,7.443421914894088331e-02
2.884018881923980371e-01,2.106659082731757171e-01
5.090236059080756499e-03,8.894804266144489338e-03
1.240347829156615393e-02,2.302329419506215363e-02
1.813817810633742630e-02,9.068565417987230204e-02
4.124532890913617383e-03,1.142862744737037145e-03
2.783163943275567265e-01,2.276357618782603731e-01
4.339790504143528072e-01,4.490201915017542067e-01
3.649076471710808664e-03,2.255452291204564173e-03
7.857352694028785570e-03,2.269149924353089376e-02
7.461210404672120877e-02,5.129280560233064057e-02
6.627540317493271771e-02,4.575493495974750080e-02
8.768048733300842779e-02,6.621261047556062374e-02
