Pf,Pc
5.094700018752695381e-05,1.012396231051048203e-05
2.936993546832490920e-01,2.785032813419067721e-01
2.487505162576042483e-01,2.470752446674523983e-01
1.816523320114209888e-02,1.722031581485435406e-02
6.091580746019063797e-02,6.453407769280147810e-02
1.453925615618413200e-02,1.605690111301449202e-02
2.409026541812707700e-01,2.348637119114794780e-01
1.184167255439171274e-04,4.660258050375338254e-05
3.497828941367626260e-02,3.662879883258692015e-02
5.618166543078509855e-04,3.462556546261468123e-04
3.165349604311469556e-02,2.350228237852112004e-02
4.375547335529249293e-02,4.040739716922729652e-02
5.722762202641572954e-02,5.666569498550119710e-02
8.865756483561387574e-04,9.798687811305439865e-04
1.196419034985718860e-01,1.173684447077389392e-01
1.711240950107218231e-02,1.956807720381609911e-02
2.459831488429349289e-01,2.488839776184705310e-01
1.587976354609549889e-01,1.512468346896454208e-01
4.386599895604734178e-02,4.043621454776580304e-02
5.908662555298074825e-02,5.844935168680464449e-02
2.980731366929032997e-02,3.003472486752061313e-02
1.020014926719457760e-01,1.102736936492125230e-01
1.962806013056621335e-01,1.914305143364983530e-01
2.310033667968229912e-02,2.209416139110778263e-02
2.384790086258675168e-01,2.310536938251169514e-01
1.007819623449825314e-01,9.573242070114452995e-02
6.687690175906170209e-01,6.937380642223800464e-01
6.243869164847544173e-01,6.317376010399419206e-01
1.391695085517049568e-01,1.469605342326285868e-01
2.024701674806287863e-02,2.085631551684938301e-02
4.631196458095837842e-05,1.115260636030438411e-04
6.197473593240192258e-02,5.986312356141657715e-02
6.538358791569769124e-02,6.357406896454330381e-02
5.339701653749193838e-02,6.366123663576686575e-02
9.630536648071723327e-03,7.520795173215870724e-03
9.526940957356651654e-03,7.186274018690488700e-03
2.859117629393678056e-02,3.101687443525412771e-02
1.383400451625075136e-03,1.128957410304448281e-03
1.916653635098439267e-03,1.446879339626915657e-03
2.196085569984027042e-02,2.031790082913367476e-02
4.967421291188801880e-02,4.818649904914310694e-02
6.834441038691468559e-04,1.201083239965234023e-03
6.136417565624320732e-03,5.583618517154042074e-03
1.703989913665397149e-01,1.590120874719499755e-01
3.436897687892224718e-01,3.258037179052817311e-01
3.426278825211847567e-01,3.619637706402715205e-01
1.731874269679494205e-01,1.741450762186191048e-01
2.979914224483102836e-01,2.962328085644106435e-01
5.636921873794065348e-03,4.998420785489772998e-03
1.857810610371462418e-02,1.698483020280394662e-02
1.725642800479570693e-01,1.532297683184694059e-01
3.194464179064710266e-03,6.292756213956649317e-03
2.208065246761806960e-05,2.205948363349898782e-04
6.890524021965117873e-02,7.245942596131932367e-02
6.332789746635628103e-02,5.510975322596030346e-02
2.532245088993274884e-02,2.682261118063394845e-02
1.199445369148707981e-02,8.971666379525858326e-03
4.194942285203101702e-03,6.095670800630926221e-03
2.553575342977243076e-02,2.277056355215096098e-02
1.301139312359386041e-02,1.607702111209227333e-02
4.516327044750452213e-01,4.520852367112512260e-01
5.196119633784708203e-01,5.555630654681964486e-01
2.646833147818007659e-02,2.418578288108499605e-02
4.964536637756637727e-02,4.710911791112007418e-02
6.312250366689276318e-03,6.916430915811859828e-03
7.007284053853565786e-02,7.542931445693792925e-02
3.468802588891727046e-02,3.979730737922684836e-02
1.017354521793464688e-02,1.206456918697176514e-02
3.382066052661106270e-01,3.518592018475765193e-01
1.247252642354143397e-02,9.159754927774606259e-03
1.074428559662953947e-01,1.122800475788216512e-01
2.684495220696008519e-04,1.837218112426510701e-04
7.170829376192162929e-02,8.508462311833825398e-02
1.758762544653716745e-02,2.148831704125785808e-02
4.348412088744705445e-02,5.351755773343831735e-02
3.011285039370506685e-03,4.269306340519277328e-03
1.257912757692267736e-01,1.249075435603033274e-01
1.105134386021063425e-01,1.088546780029805566e-01
1.697025905537758936e-02,1.850302714779841415e-02
2.194586938640550916e-04,4.604319860072941199e-04
1.189398179331309065e-03,1.362212492007641891e-03
2.206113641087426469e-04,3.189853228665691831e-04
