Pf,Pc
6.566989293835758296e-07,1.098303597541276114e-05
3.511321695076613514e-02,4.158769169890192546e-02
1.419657358789008783e-02,1.320687676469767431e-02
2.030006573759623317e-02,1.860779107079693975e-02
1.067106033043193347e-01,1.199121570542418108e-01
6.105387448843933862e-02,5.853787311472418570e-02
1.369035887409467134e-01,1.294859408580727178e-01
6.663330952779004945e-02,7.293229268481916938e-02
1.957940418737657839e-01,1.768129242265520651e-01
2.188185182487633815e-02,1.941813624493922072e-02
6.274222541203348935e-02,7.294999392234240154e-02
9.695685380415028365e-03,1.199973735298683931e-02
3.940901910260526803e-03,4.278575375899675709e-03
1.407957216713442150e-01,1.433897782977401891e-01
1.566965406438932187e-02,1.909588618262717322e-02
1.157620647760740362e-02,8.482188051750961036e-03
5.996699018886860258e-03,3.127489580323977898e-03
2.513242411751835659e-02,1.833595233165078928e-02
2.099163533075347199e-01,2.127513026215886172e-01
2.695843110139168330e-01,2.750196492935021442e-01
2.092396450250377099e-02,2.038600608296835953e-02
1.675888291207477260e-02,2.251785375758229985e-02
1.939346766022174290e-02,2.347231056496183396e-02
7.143214649349756418e-03,9.236605670357162304e-03
6.325097349447125761e-04,2.189862338835273092e-03
3.387636762435562721e-02,3.326281992145430771e-02
1.302558035685683069e-01,1.506707484555271093e-01
5.712230067624999436e-02,7.194767804925607246e-02
2.724829065146343043e-01,2.655427538745039895e-01
1.079310008020669676e-01,1.169402241003429377e-01
2.149119854295317711e-01,2.135842354247692587e-01
2.476898857682456601e-02,2.306767723526725183e-02
2.759338236727584479e-02,3.299332207627608815e-02
3.922984968137883249e-02,4.769744420901352033e-02
7.849162437837438333e-02,8.368571809604202771e-02
3.082859699890194705e-01,3.353123176271304295e-01
1.922898912743051525e-01,1.820893628120631991e-01
6.846863487254212580e-03,3.111114400569695362e-03
3.646384698538415736e-02,2.988143615717374357e-02
3.433208666180375124e-01,3.441926957634363626e-01
6.803184022547398941e-04,3.120098341859075738e-03
3.839629074245966799e-03,3.486466322714799025e-03
2.108679765938603623e-01,2.158834647614922553e-01
2.833506071670092996e-03,9.369229645842492519e-04
4.798917178234532455e-02,5.535862374304881262e-02
7.919069794109062643e-02,8.876862359538870151e-02
1.293106018893899201e-01,1.071362769394970937e-01
3.148977716128716769e-02,2.611691267684299392e-02
5.650185530324812466e-02,5.878548781345584173e-02
1.964945545558645923e-01,1.949936478603576107e-01
4.578492065993655658e-02,5.229091159427923241e-02
9.330412665389020699e-02,9.001709037618621512e-02
5.058987349834785305e-03,3.822111095111977320e-03
1.024667358220394123e-04,7.798127607496740794e-07
5.059288328370290660e-02,4.402369869155117049e-02
9.472426428097778233e-08,3.639084180123952324e-05
3.232547920848773126e-02,3.523544667389590795e-02
1.239446031354699829e-01,1.442371252631258205e-01
1.852139477630580788e-02,1.721555381432557374e-02
6.636084978789775352e-03,2.652120050332145568e-03
9.017768721339559923e-02,9.014447861476738988e-02
1.909825649615132497e-04,1.612703379997501563e-04
1.040254836441377624e-02,8.349475726904094508e-03
1.916534213917550633e-01,2.220482619517896161e-01
9.481119200189339069e-02,1.110491532377081703e-01
3.633918079789107414e-01,3.446441324190503419e-01
1.429429875282056325e-02,1.192946733032140653e-02
2.274918819429745664e-01,2.184252635768475781e-01
1.061803400234809583e-02,1.084527064547304541e-02
1.384338091425038331e-01,1.313126824965325512e-01
2.128418421138791039e-01,2.360199217637962421e-01
1.640871079842743385e-01,1.538434576207786675e-01
2.956396539113927413e-01,2.990141678395134006e-01
2.611592388068003853e-02,3.065565908876257892e-02
1.953138065158424586e-01,1.685573835342253912e-01
3.872173814544115078e-02,4.328908237998480707e-02
5.871345376787621105e-03,5.006771183608977119e-03
4.769915050834748482e-02,4.463659444248829072e-02
2.861721571605596592e-02,2.550580189680652296e-02
5.479395182814351256e-02,5.710602012260683480e-02
9.238746927987514027e-03,9.987794712535386088e-03
1.019208372416572778e-01,1.189073408309838653e-01
4.989944023338596310e-03,5.392135495517699079e-03
1.147704461194936493e-02,1.244983232419373358e-02
1.666820258869656513e-01,1.573169622291118175e-01
5.281289024780139174e-01,5.370672755474834581e-01
2.821486481918366596e-01,2.820019606302006099e-01
4.861695974322891717e-02,4.709943923931250026e-02
2.144613260652280251e-01,2.431867832096360205e-01
4.386073153188561891e-02,4.062794017089420978e-02
6.367881738463393448e-04,2.255428455855263987e-03
8.846788228853369809e-03,1.614365662710201890e-02
1.522942712791161980e-04,1.504612204203613064e-04
6.748909652852007335e-02,7.455954858387187079e-02
4.020628819740779646e-03,6.726101882571408272e-03
7.591529256219348154e-02,9.039662359719043139e-02
1.735239629050350785e-01,1.644404328935288873e-01
2.367044162404949581e-01,2.366496320050773816e-01
9.993081489378548288e-02,1.119440977944018978e-01
5.067166778422928924e-02,4.961132121349801083e-02
1.658462044478025213e-02,1.157507618563143915e-02
4.884057115515954561e-01,4.927651945097197284e-01
1.220445121327095109e-02,1.660115228284090791e-02
6.332119841924187253e-02,6.429647991490439196e-02
3.050770085245851915e-01,3.097122170958860332e-01
3.479942833302823030e-02,2.801737106423807244e-02
1.737381255483604753e-02,1.457461594352479732e-02
2.381866355509608957e-01,2.470188795785009106e-01
1.198681882708224275e-03,2.198929859757466684e-03
4.337094011144674438e-02,5.079943085526494179e-02
1.009927963601735430e-02,1.158486805412982205e-02
7.241188869700794506e-02,7.389358436692022858e-02
6.675435344605103183e-02,7.576648154959031434e-02
1.766289329053840340e-01,1.684366725089151418e-01
2.234108575796727447e-01,2.298217790475071964e-01
1.263919798830946510e-02,2.371716354674212324e-02
1.020086940319331476e-01,1.059219797556143483e-01
8.568280829206917359e-02,8.925995634577918447e-02
1.655441367253597529e-02,1.798513563574744359e-02
5.934189486842833712e-03,3.694769585589925600e-03
8.005626075115186268e-04,1.174208488169770304e-04
7.918705053662367099e-02,8.745964055792800063e-02
5.912485775926504261e-02,6.315877306903606991e-02
6.479781104676839154e-02,6.289678348584902545e-02
2.787443170663628927e-02,3.140200481090591605e-02
5.317216937185268583e-02,5.213289922745503735e-02
5.144019975886553186e-02,6.531902479522783134e-02
1.800012628220899469e-01,2.066342873601295094e-01
2.631426041436087382e-01,2.868234197682364428e-01
3.493572553252614898e-02,3.102696326458370679e-02
3.734918470818614500e-01,3.873036986951197691e-01
1.983763810219395241e-02,1.124826128783273406e-02
6.306333246659510949e-02,6.321623016789279514e-02
2.560137447726569815e-01,2.796468210241281338e-01
1.071246934400079953e-01,1.167293908762976617e-01
7.675316962919949415e-02,1.023309889089374508e-01
1.882719194326206436e-01,1.834011594867803185e-01
3.004434518509580161e-03,3.991196306281071492e-03
2.900282272193471789e-02,2.872912138931888251e-02
5.197105117128214546e-02,5.837267767549901565e-02
1.199395458886940401e-03,3.282095261789684179e-03
2.941344670807792827e-01,2.960365483440155487e-01
3.445936362825664512e-01,3.906549075207492172e-01
1.620214012058141190e-03,1.020655661065917371e-03
3.105854945370407072e-01,3.184216057784693410e-01
2.650621569125948332e-02,3.511937367853770753e-02
1.144258641511655314e-04,3.807002396564777521e-04
2.485890361341580720e-04,1.157312847226949371e-03
4.759160615708766216e-03,4.331812280295273959e-03
3.050775635362447669e-01,3.171398380074361700e-01
4.204031315512527130e-03,5.315766870965518004e-03
1.147356549414081141e-02,8.531030253463895915e-03
3.729711648550824710e-01,3.483436882511036226e-01
7.473092729744884935e-03,1.116107432620647502e-02
4.222655999183341086e-02,4.756539707221958679e-02
8.304793543742640394e-02,9.673339609030703889e-02
5.549739150174668421e-03,9.539078491744210769e-03
1.695752511211972013e-01,1.706173255941037803e-01
3.412225068443951459e-01,3.515266396341962807e-01
3.576296439581310230e-03,4.352048503210411562e-03
6.211167665101408920e-03,1.188759945841291570e-02
1.697628570991385200e-01,1.614732463445645583e-01
4.165145760877188574e-01,4.138759547252839344e-01
5.599391696559500448e-02,5.861056356899709691e-02
2.963288342134837161e-01,3.094538155762513454e-01
1.758858900225051536e-01,1.805860568528952215e-01
7.316346779843210801e-02,8.170620417645711731e-02
7.121627603792521355e-02,7.485853564783921665e-02
2.285838823074667625e-01,2.512773347126804890e-01
1.786668249812412568e-01,2.117368341806595833e-01
2.623312748827803104e-02,3.419480079848042503e-02
2.191630136000251652e-02,2.825296328384238956e-02
1.618296066160554436e-01,1.204644116425568345e-01
1.249528427845741745e-02,2.003049769462678098e-02
2.475365266949542883e-02,2.551373772728184400e-02
1.630534288121245762e-02,9.945903820943935089e-03
5.333440982716346939e-04,8.986313528175078154e-08
4.296991244450477226e-02,4.015663542096214317e-02
3.558560673633933899e-03,3.076092772079258054e-03
3.922406465183894550e-05,2.824928246816494856e-04
2.488388542154973404e-02,2.027396661278266926e-02
2.408987628688760707e-02,2.260905174782836327e-02
3.583170116753632561e-02,3.400974740304361921e-02
1.016437859432382969e-02,8.962136311185401119e-03
2.275258698343116115e-02,3.124825986341909015e-02
2.452466572753169913e-03,1.671212720134376654e-03
8.087433669187351736e-05,1.474617281848587553e-04
8.393062891795094980e-04,5.297375891356674018e-04
5.518757666358146963e-02,6.124845480848639667e-02
2.563381908208486187e-02,3.113046873546233828e-02
2.045428617000645630e-03,3.202580217622746656e-03
7.561747171485888597e-02,8.243976658745737207e-02
8.959344887057978102e-02,7.828657558015655882e-02
1.371460115473653874e-01,1.598715658096531989e-01
3.181528489352143663e-02,3.563694905371192490e-02
1.444355090087020253e-02,9.051532309662789488e-03
4.471247927566279236e-03,6.615955623092762035e-03
2.887060346874481542e-01,2.977301581797895391e-01
2.487938411111701234e-02,2.439211792365045955e-02
8.320481576642049066e-05,4.782837640817403442e-04
6.452919408798733769e-02,6.623629281959891868e-02
2.284184254157889393e-02,2.269918799922579847e-02
3.099839668932781803e-02,2.118577460678900196e-02
1.442894937499463182e-01,1.486628554922501122e-01
1.840949366486777973e-04,4.950783518002461938e-04
1.049784297667768866e-02,1.026427970855541168e-02
1.374720163020369257e-01,1.299091547354943033e-01
2.158863385320557438e-01,2.320465038167341398e-01
5.595929312293378144e-04,7.499145359058680387e-05
2.257051431046545181e-03,5.924817620217477827e-03
4.534831424084554558e-02,5.448371438321270022e-02
1.006478347745099790e-02,5.845058495217442772e-03
4.047934352312726469e-02,5.257847595299010302e-02
3.295139595895126006e-02,2.551848129047712757e-02
3.226860259653935858e-01,3.260682826237314980e-01
3.943695317351679497e-02,4.424613992834987297e-02
1.110216502877715838e-02,1.122801886383611655e-02
5.687341946114348162e-04,1.879884354056047692e-05
1.552983475796695101e-01,1.528716179289100752e-01
2.429194991003640336e-01,2.497553417558153188e-01
2.218604108372539407e-01,2.119726208751073759e-01
1.521065617670552816e-01,1.433969261351627777e-01
2.153343151892792295e-01,2.297319130817858379e-01
5.248567467782784546e-02,5.593231526827020100e-02
2.671898470637363854e-01,2.755800257848256551e-01
8.257872920667547190e-02,7.776322050492191773e-02
5.271158397392411432e-01,5.350808413063291580e-01
8.230562113957860370e-04,1.098914032938072072e-03
7.062615142054660955e-03,5.385390182566115319e-03
2.209593518672427551e-02,2.330242284036022904e-02
3.728477664871729380e-02,3.946691576240581034e-02
2.516461898019215979e-02,2.084783526780394428e-02
4.899240132057093855e-01,4.958521347611825614e-01
9.408629292444080638e-01,9.406709147906908708e-01
2.605767454522203153e-01,2.701229297909716887e-01
1.691771028238377508e-02,1.845442311850736816e-02
4.109075747845828547e-02,3.847877130256163736e-02
2.553967240601826005e-01,2.621870656731409288e-01
1.117724765563443623e-06,3.687697906347540683e-06
3.563161011230837893e-02,2.918519435391772610e-02
1.808696390650641654e-03,1.994404668143979348e-03
1.677241812060914147e-02,2.097343867890103658e-02
1.164547923380357917e-02,7.936591722414041566e-03
2.417859006251108778e-01,2.232375769119487596e-01
3.379056152799150836e-02,2.579696593220591472e-02
6.463009770315418512e-02,7.383301792220028914e-02
9.152168484995691633e-02,9.544952322935548739e-02
3.287220568517135177e-02,3.866241412030627100e-02
1.859290419707214370e-01,1.834497667771856910e-01
9.862666272193877648e-02,1.094503535270370809e-01
3.042244463326059245e-01,3.184360619506950707e-01
2.075485924589685199e-02,1.753529199398192601e-02
8.609637096578184531e-03,1.183710809907640923e-02
1.794214328806756076e-01,1.678463479498956135e-01
1.105193010748325572e-01,1.134775715175601468e-01
1.423902184424471473e-01,1.372014204595375375e-01
5.515016276342946666e-01,5.651313132413369189e-01
3.315950952817870584e-02,3.212972546472643576e-02
6.324969129983191163e-01,6.458200422550998132e-01
1.614990329453423468e-01,1.574639267961368549e-01
1.667286587378278152e-04,3.395671478331868101e-04
1.004268539472653599e-01,1.252735160855938945e-01
1.025703355138902206e-01,9.312197997898849500e-02
8.577909411593271066e-04,4.367012538444732246e-04
9.156689886425871394e-02,8.506698028409249990e-02
1.451424729029558713e-01,1.436720186118140563e-01
1.993872558295737007e-01,2.062076095774049433e-01
2.238194659463436237e-02,3.084533631036413814e-02
1.119939339228712138e-02,1.669740646390621003e-02
1.319614495362526375e-02,1.495258287044583245e-02
1.359776692495687396e-02,1.469706815655459110e-02
1.635323420781836443e-02,1.770596259225364413e-02
1.631569888164150772e-01,1.673925300603833211e-01
1.533561928732496199e-03,1.282217298295421125e-03
1.936118387899972704e-01,1.905013401499139336e-01
2.513277807748880502e-02,2.836422431925667009e-02
1.738127863756275537e-01,2.173029890207076320e-01
3.739384631772636747e-02,5.157859000641852598e-02
8.834823301348804225e-02,7.836940221056558353e-02
3.275929764397763067e-01,3.381617560198328376e-01
1.575664251390379559e-05,1.094724875337410916e-04
1.340064549860076580e-02,1.141322770262359620e-02
3.558495465244584238e-03,3.278249377263083627e-03
3.001846142378781224e-01,3.176072457750185873e-01
1.794363504929440967e-01,1.581666369384905901e-01
1.852557312087506625e-01,2.005007633612507778e-01
1.111918883864745650e-03,1.467370665348180481e-04
2.931649010149667972e-02,3.125498400260555421e-02
1.621872506113983953e-02,1.625861823703296169e-02
2.449639545975706902e-03,1.441944236274908834e-03
6.144644603556713436e-02,6.575171478940811109e-02
2.589023657961682656e-01,2.586397930488243402e-01
7.965825471717964679e-02,9.467688335854804182e-02
1.720600060259365720e-03,2.473850940870066413e-03
4.402996846132399555e-02,3.440468784007778835e-02
1.254992710491787400e-01,1.272994387941921157e-01
1.490686596070906790e-02,2.459375783209239580e-02
1.320640286124618590e-01,1.223423633852341180e-01
5.611470405958301350e-02,5.476597073051677617e-02
1.377409747630461978e-02,1.348711501412795666e-02
7.810933028292814644e-04,2.136634208462850817e-03
1.112454384450689143e-01,1.087076095240321338e-01
1.103110035041294790e-01,9.743557822755899434e-02
1.647419249744405956e-01,1.675102026186727211e-01
2.849831277087248871e-02,2.465870051916885242e-02
3.926369894586562853e-02,3.280722974669110503e-02
1.227652319446873043e-06,3.211657163919766573e-04
3.443060274878330385e-02,3.624695164937730835e-02
3.433798313050212873e-04,4.188676777171574311e-05
4.864769115707987261e-04,6.867751284535155484e-04
2.558546623399876943e-02,2.351957591533754624e-02
3.289998022852583682e-03,2.547952884636969610e-03
1.690844942422937590e-03,2.246589929723833302e-03
1.429523102274412871e-01,1.626346858824259112e-01
8.671887635706114483e-02,1.028799755329290189e-01
2.172568765488935502e-02,1.426609741464085479e-02
3.393587840931872601e-01,3.182200044774364245e-01
1.302554833512862068e-03,3.301316122704816246e-03
8.996008080511821992e-02,1.003076319872818756e-01
6.936511046951038262e-02,6.773578241109788622e-02
2.542742523291719597e-03,2.946837116532516170e-03
9.064053118550453869e-02,9.313231294645892000e-02
7.677308391644262903e-03,5.472799918805610134e-03
1.512141319429756714e-01,1.744246878639701681e-01
8.892709245243733468e-04,1.558685667440378548e-03
2.319156195494743772e-04,5.469593837508838455e-05
6.761385156543862039e-03,4.948276184339244106e-03
5.791700782037651103e-03,6.933215487776800239e-03
3.538224103138695471e-03,3.048008174548472952e-03
6.750494566746431113e-01,7.138043738345515310e-01
2.759873769089577975e-02,3.226402501486697744e-02
6.816019709118657788e-02,7.528031824138856076e-02
1.061190608488937065e-01,1.107154147786329618e-01
1.280763135955071963e-01,1.399381505125533998e-01
1.743180588322122346e-02,2.104201668786177468e-02
1.001829528398954020e-03,6.092727795075876052e-04
3.778087799893489057e-02,4.323922334767534015e-02
7.246805326244492185e-05,2.103312317588709268e-05
1.730857654601337114e-01,2.044428519408287015e-01
2.165654460265468984e-01,2.343565338239457507e-01
2.136875402753298792e-01,2.096623399454009828e-01
