Pf,Pc
1.203292891745194604e-01,1.535251049406620716e-01
1.060608783413750367e-01,3.996911027483345813e-01
1.447618728341607333e-02,1.119738199754960889e-01
2.814064922085702802e-01,4.787373571359990754e-01
1.291107580823697620e-03,2.473832224945102937e-02
5.273328082742916034e-02,3.058731515915430813e-02
1.381334894605216745e-01,3.900459158089957246e-01
7.783305939617038427e-02,5.924404090370870984e-02
1.398092831822306259e-01,2.987800894865057146e-03
7.771137753521389913e-02,9.916630451373004140e-02
3.397822780801900561e-02,7.245521520626106021e-03
1.860044658574706855e-02,1.148887873865399008e-03
4.422869974632181664e-03,7.706951191841590609e-02
1.030199083880106031e-01,2.069119135740822013e-01
1.237357917511456087e-02,5.852487807006360332e-05
1.168856719467470523e-01,1.173521787406398426e-01
1.531339755476937570e-02,1.102368223812158661e-02
6.132989864442409123e-02,8.467360687634567507e-03
2.075661713006610731e-01,2.963947483350570233e-01
4.767965343824296303e-05,1.667886400602160979e-01
1.391825163310514146e-01,4.285248596166384982e-01
4.900721644893807349e-02,1.318212285692111144e-02
5.740558733117869655e-02,1.959852128361416063e-02
1.563692525010746681e-01,1.417273909167986734e-01
2.695085430529506852e-03,9.698776695895524463e-03
1.834018753718331118e-01,1.539416179335403867e-01
1.468386637173866027e-01,2.933428666677598828e-01
2.889710425662494475e-01,2.702672744896663093e-01
2.261198260498523682e-01,2.802288861544978693e-01
6.249490793402365241e-02,4.781339827437700030e-02
1.339040158509702434e-02,9.748618408347616698e-04
5.979083312703334374e-02,2.331093642706926206e-01
8.110719364789545360e-02,3.944969463737418303e-01
1.365043562547249264e-03,2.545075687028791871e-03
4.665307678088699388e-03,1.369918614470507379e-03
1.086870880966576136e-01,3.217783816091446814e-01
3.406851241248856632e-02,2.468262014311785324e-02
3.754930125111121675e-01,9.016120781997108424e-02
9.699567583287704853e-02,2.859673447698102833e-01
2.462717216674359666e-01,3.020267307831112080e-01
1.130956172009656971e-03,1.624908299812431733e-02
3.621107820730659621e-01,1.065256684199258203e-01
2.454949538587914912e-02,1.281899257363458208e-03
1.045125373224384258e-02,1.699253844776271380e-02
9.009648656542896530e-04,1.675819927654156535e-02
2.577656900113971528e-01,1.040603253540986817e+00
4.233737457455091779e-01,4.663086615892100273e-01
4.037398848527078664e-03,2.250773220969068965e-07
2.943391804701366854e-01,2.682770823580280517e-01
6.908299019434487563e-03,6.498615299871593476e-02
1.319732261250572691e-01,1.035653973166653641e-01
4.488265651789991734e-03,2.880817679033149080e-03
1.199238212878037113e-01,9.403995201440946972e-02
8.693395864214197022e-02,1.033948023937717176e-01
5.521740791723534630e-02,3.412951074644748339e-01
1.545478381342736338e-02,1.307209172782079210e-01
1.028424042623406476e-01,1.062072076406273269e-01
2.705555765437968763e-03,3.582779164778492759e-02
4.117344818762819041e-03,3.820659004338930465e-01
4.597975492836037237e-02,1.254232758339681592e-02
1.590075581096828117e-01,7.263453526942326155e-02
1.197355711158217817e-01,1.661163782739990061e-02
5.945537269231742673e-03,3.617278091352318925e-02
2.902546957202723488e-01,5.665096410783084790e-01
2.773376428004841188e-01,5.121937192596357491e-01
3.281498101585811344e-02,4.602823709747281590e-03
1.852449217955269289e-01,2.200052871696344670e-01
1.793969556507638008e-01,1.375730324221816625e-01
7.566074081091185566e-02,2.635645614290443861e-01
8.666356614715283943e-03,1.271278564250468979e-01
1.262749325823863886e-02,8.522782355935412668e-02
4.716318576095673148e-02,3.453207824029441708e-02
1.297699515509098678e-01,9.827365563318320174e-02
1.061640046424350801e-02,1.125416141788379565e-01
1.560849834388919333e-01,1.601455838422530531e-01
1.930852511118111015e-01,9.800803655883606746e-02
7.926175623053065278e-02,4.350820321288157572e-02
1.223808821746957404e-01,2.200042476243403988e-01
4.864948280902063778e-03,1.343121863403580474e-01
1.122906795716031858e-01,1.664557424997146484e-01
9.529289072893024071e-02,1.261493941344876690e-01
2.667433934386064243e-01,2.412741874167250670e-03
2.879142899471039824e-02,1.895082301727096519e-01
4.973404262901947454e-02,2.674722369507490094e-01
6.722218029517633420e-03,2.490922005585289867e-01
6.677349281598743413e-01,5.685243926345888710e-01
2.418193895426280493e-01,5.192571078063930312e-02
2.151581517387963008e-02,3.236656925211855128e-03
1.443180161310445887e-02,7.462942410279969256e-04
2.957853169532466686e-01,2.015272908663648666e-01
1.102907112335210120e-03,3.308066185174489138e-01
2.981586272827316253e-02,1.033325206121430730e-02
1.436081290889993679e-02,7.578448507396329595e-04
4.870785646321364876e-02,2.716708984718894590e-02
2.253163067095621027e-03,3.281674322495724272e-02
4.286171874171677831e-02,5.915911552170976390e-02
1.168927967401403034e-01,1.231581199733324944e-01
3.358831870503936612e-02,2.723323910665163133e-02
3.221234330697972381e-02,1.368671002465180961e-03
5.582585759400627845e-01,4.031396171070690260e-01
2.607345927594594513e-03,2.087888050544010800e-03
2.265926823297286646e-02,9.929140044113932140e-02
3.050377835529000103e-01,2.854223673536021022e-01
8.488295046309107805e-02,3.119426843255931892e-01
1.157579526497970641e-02,1.434537229792786500e-02
8.707999742665993581e-02,2.103977484751210023e-03
3.220784680109562981e-01,6.394043517112877988e-04
1.558747198988970697e-02,2.882056505411591599e-02
2.104594278578158228e-01,1.359163518676418658e-01
1.062063376021451415e-03,6.558055845593377842e-05
7.037782198583614202e-02,3.796502428494383241e-01
3.797805923450398117e-05,5.799813833215352460e-02
5.731151516112964472e-01,1.215271936990650170e+00
3.963767273898016752e-02,1.630912539760072943e-01
1.802563327242666102e-01,3.853645483965697505e-01
3.388006174320348785e-01,6.843324066708461606e-01
5.399704740272901100e-03,2.659489886968512962e-01
4.672296206067554775e-02,4.153149273803037611e-02
6.618719732930862520e-02,3.637796393043996046e-02
6.531679423283188603e-06,3.299132879834890814e-02
5.012728296000236450e-02,3.615146336059462118e-01
4.654791411920683464e-01,8.073438364655161070e-01
3.975707454663493512e-02,9.651694061145889292e-02
3.332490997403554367e-01,2.410578594817629761e-01
1.282460134622382952e-01,1.398412033495260477e-02
4.667536281062662634e-02,2.158360931835507854e-02
6.962804698903687917e-03,1.851596716468227686e-03
2.497291453062861627e-02,4.738535077232523124e-02
1.896077217434059825e-02,1.900854441840716669e-01
6.449209245280562372e-03,1.485959776604098802e-02
1.722272307521322543e-01,4.352306096210845632e-01
8.205837906896494560e-02,6.429639057914035560e-02
1.828065988218906604e-02,1.016279734978936811e-01
3.672217877454085275e-03,1.253842177682987571e-02
7.316663859528287073e-02,1.625281605033262189e-01
2.212281379012828730e-02,5.165436761283893896e-02
2.645607715529057491e-01,1.653063882644356941e-01
1.362534307285828972e-01,3.357656972918936222e-02
8.144350090946812781e-02,2.150729089389790682e-01
3.198421370241606720e-02,5.708656209720596245e-03
9.269431445630271771e-02,4.005063839024926992e-02
6.019967445084477564e-01,2.803891433129094279e-01
7.332435926190584985e-02,3.524829669537633131e-02
1.691837909932155304e-04,1.238778615845253783e-01
2.440256747102981794e-01,4.022801224895312250e-02
1.148473838626973692e-01,1.237552541599389461e-01
2.063084254560201836e-02,5.815042337964109603e-02
1.724067564937767057e-03,1.628100005303102739e-03
1.533026588215218727e-02,5.533489680871742783e-02
2.263625520124834881e-02,8.117302297628100835e-03
4.583510748635346264e-03,1.191018523711759845e-04
1.509379489010555242e-01,1.355103819828528955e-01
1.221409538099282183e-02,1.729036527641038545e-01
1.944558894809273950e-02,3.873041843718187660e-02
1.721985417691000164e-01,4.121469878695535050e-01
4.432404811764605879e-01,8.825593994950328147e-01
4.340592592889805368e-02,6.430341217119840344e-04
1.327139756301956852e-01,4.032805727119028183e-01
9.178091540332154741e-02,3.584278203638942978e-02
4.388942569469040933e-01,9.155575441511223378e-01
1.043090451688261922e-01,3.588959330898646577e-02
3.964498361636277501e-02,2.513488081238267335e-02
1.372180672332695417e-01,4.710242165471603681e-02
6.319146112079510047e-02,1.722282366678235324e-02
3.354219069687989184e-03,4.025213667162551301e-02
4.292726360218141468e-01,3.112280723430400908e-02
9.121713454285028388e-02,3.484484845851052587e-02
1.225873003718521426e-01,9.970494315770203619e-02
9.258864441272773860e-02,3.713713192514148803e-02
6.504453240321640684e-02,1.790674488409299270e-01
6.933738949407766694e-02,9.691344649489633256e-02
5.173405055099722372e-01,9.140908797717748335e-01
4.566857400544386408e-03,7.723926342689360625e-02
8.538802768329080547e-04,1.756875259466905148e-01
2.803449838675294709e-02,7.992692306960933260e-03
1.444297983576479927e-01,1.831769740677033631e-01
3.217708636485346746e-03,1.257418130912505901e-05
1.251943712615415927e-01,4.008690156075562228e-01
9.044563334003202781e-02,1.880225851993561625e-01
3.649376949197421366e-02,3.515795820119797521e-01
2.405155968936207589e-01,2.500519655420992832e-02
4.111452930318881815e-01,1.248138723300399044e-01
1.134411996218823299e-01,3.059696394300846500e-01
5.822156914334519762e-02,9.333805670676309507e-02
1.492814374487261009e-01,3.348085638701376720e-03
3.874623691742062892e-01,2.667263221249156491e-01
3.191030738657042037e-02,5.207072026163853812e-02
2.108540831700361495e-01,1.037201262086366038e-01
7.453692982024442970e-02,3.558097774085957482e-02
1.517157369714847437e-01,2.336929358105914734e-01
5.542704727456024098e-03,1.928284315600936952e-02
2.153279324451220795e-03,9.267695913171570534e-04
2.400854736045447690e-01,3.162987582535143338e-01
6.992365264964053861e-02,1.487725937112188701e-01
4.514820426468682535e-04,8.350442748547504818e-03
1.049899827427040050e-01,7.019621311253348983e-02
2.522030126283309262e-02,1.181254510357450521e-01
4.280052354433233619e-02,4.650035479891145851e-02
2.438633993988988807e-02,5.443928643898848091e-02
1.839050382181258922e-03,8.456691850964700996e-02
1.413337234600569592e-01,3.865854228175088503e-01
1.053963232387233710e-02,1.244373175402287562e-01
1.257416144592407191e-03,5.200784987179859521e-03
4.910258444720877989e-03,6.188725432228972534e-02
9.517531244297736115e-02,5.760446215417693028e-03
2.131411000858763616e-01,6.176674521654265115e-01
1.119297169122154974e-04,2.912566616742381237e-03
6.105573511294543586e-04,4.272443946580429391e-02
1.244631543984075217e-01,8.474742090448551812e-03
6.985472127476339546e-04,3.743329345711665559e-03
2.245074554159988134e-01,2.855490759447048242e-03
2.428460203770344827e-01,5.198147340366962021e-01
5.845740265254820711e-01,5.001511354435298484e-01
1.424484873921904790e-04,1.030727333918099800e-02
3.101929526895604375e-02,9.575332076938698755e-02
2.644962744395720766e-02,1.848432423227343909e-03
8.519012163372554486e-03,2.453545520365751909e-03
5.211524139009404179e-03,2.737712107367861261e-02
3.692547145648722375e-04,1.872173681698361403e-01
4.561702383308498948e-02,6.970510073714258903e-02
6.759501631985644077e-02,1.856260557661329469e-01
9.773272497051742336e-02,9.837161716610202250e-03
1.369017289319409414e-01,1.089420267759904359e-01
7.010960888817392711e-02,1.167134982658234593e-01
2.817554269982807530e-02,1.861450243715205288e-01
2.306565708207269742e-03,4.310240468361500876e-02
8.661560040519109341e-03,1.278968302177273531e-01
3.680101135489724506e-02,1.034191719530467950e-02
5.108080567455896004e-01,5.237756156311409450e-01
4.084526024291479374e-02,5.864439325252315816e-02
5.991627627084586960e-01,3.608949040476651660e-01
2.033312730268703114e-02,2.812071467234540309e-02
7.515893320943294043e-02,2.934357443871369805e-02
3.792155848981803440e-03,6.023516223712162970e-04
1.362449200313760600e-01,1.023030000151484431e-01
1.121373571933082999e-02,1.603724253156930957e-02
2.336098813270063093e-02,1.327078262337572645e-01
2.936416309818383127e-02,1.904303974257664234e-01
1.179781497610705582e-01,1.531954543958358173e-01
6.686304007609308875e-02,1.610344939107219431e-02
1.717692328340760313e-02,3.694259808780436111e-02
3.035242172175720704e-02,1.409443148581301930e-01
1.440040513475940656e-02,1.474830452882134266e-05
4.253354839055431514e-05,3.554718529640015640e-02
1.304501685524611931e-01,9.877006014422025360e-02
6.189350567018937765e-02,7.777966377220689453e-02
2.835202748638328621e-02,1.411502104062021257e-01
3.130634509859314685e-02,3.220764143179183359e-01
3.331504228938774737e-01,1.472670678665427280e-01
5.067701748506766440e-02,6.546541416213262632e-02
4.538516729664211491e-01,5.358044494049700734e-01
2.118318513722123320e-01,4.189941094100420593e-01
9.748892274940244851e-02,2.098924961625133478e-01
2.412950153984804585e-03,3.586570969997196143e-03
4.902628453477290704e-01,2.636884762332413756e-01
2.324952014981934989e-01,8.072871558016919691e-02
4.957463146774340745e-02,3.168545941507033836e-01
1.666296741535148451e-01,1.892493412916161077e-01
7.076573764591892468e-02,1.736347407328697467e-01
2.865863975489324478e-01,1.485519355184776180e-01
3.480896757134044339e-02,2.280883812404464472e-01
1.396254245198322134e-02,7.184079091958991969e-02
1.181501308366325192e-01,1.790959646744090250e-01
7.012031127748645509e-02,2.986868400315327576e-02
2.069894013497984204e-05,4.596204704495215898e-02
4.143560637823252152e-02,1.090154569953789565e-01
2.806262876506609993e-02,2.151209935435198228e-01
2.812339547427788067e-03,2.235449117032189126e-01
6.629591386470003178e-02,4.526498823650006859e-02
3.464640047997489258e-01,7.088915888535026744e-01
1.391197236309284213e-02,4.625217121417837113e-02
1.072532845002484303e-02,2.565611048849198231e-02
1.548575938019608879e-04,1.697261852807362137e-02
4.178363155841856996e-02,3.390841500661706119e-04
1.999680335814755794e-01,1.033894386844508573e-01
6.088635717162402955e-02,2.413925351101089134e-01
5.688079489867454291e-02,3.991359569039308330e-01
5.920993661234411455e-04,6.618261573734976477e-02
6.973906832921227261e-01,6.140818055445046442e-01
2.387657244907110169e-04,3.046841162450094828e-02
6.720267397191867324e-03,1.641709999558065708e-02
2.010137964744519110e-05,3.972360017926336584e-02
2.773353055509870241e-02,1.621510232308615296e-01
1.335170503037749201e-01,1.114288203023929974e-01
1.454081568820600641e-02,9.329989411357220153e-02
3.421335097276785864e-01,5.247057612439592900e-01
1.415002344975116021e-04,1.731826512111300743e-03
1.491116842626454553e-01,2.667907463512440847e-02
5.240933895868946438e-03,6.837481397265221007e-03
4.230549587645262566e-01,4.977323203592584622e-01
4.325228926195193169e-01,2.668587168826322409e-01
9.464594735261115666e-03,1.187144126779508986e-02
9.513913828277253959e-02,1.173872847234179451e-01
7.737877128726955954e-03,1.864935589106324065e-01
1.008791989676203482e-01,1.439108403387708846e-01
2.543012644437588413e-02,1.144180651163531799e-02
3.825605710309291224e-02,1.978216167303944659e-02
1.956194687616057831e-02,5.074498708303448215e-03
1.957318432301545508e-01,2.961293014619752473e-01
4.333074553707554066e-02,1.594573598342474419e-01
5.998079930520210795e-02,2.035348444173003257e-01
1.831826582289299711e-06,9.970385735935389029e-03
1.643069912935841981e-01,1.678922187619722173e-01
5.999770523425329745e-03,1.024843209462557858e-01
1.214040251901048716e-02,2.997601492512389984e-02
1.873120983439174325e-01,5.386851453364790293e-02
5.047027312910124658e-02,8.949518702978902359e-04
3.552261293227003680e-01,6.917920269835556302e-02
7.348849682370149627e-02,5.761272245130959896e-02
1.604047560292958668e-04,2.653093773480273134e-04
1.910559617536287669e-01,7.432543265171584479e-02
3.800352159830230198e-02,7.597240306818906982e-03
