Pf,Pc
1.749611138913193323e-02,5.128742305158724007e-02
5.772154707621757891e-02,1.456034614316707547e-02
6.743427164831129437e-06,1.167974999788877338e-01
3.218044146485575930e-04,1.416576177067321585e-01
4.747244825831777731e-02,9.191046293981793361e-03
6.182224690034765491e-03,1.033683639000696278e-02
2.315175046246391588e-01,1.160577855614177423e-01
3.339899321179528409e-04,1.731144430527496170e-01
2.246088864138435504e-01,1.509418361777024320e-01
1.314628743268796314e-02,1.482903165302117826e-02
1.951486903686807522e-02,1.118726201488616849e-05
4.882515259927810991e-01,5.225359134936664596e-01
5.583339134440042789e-02,1.890885285743179878e-01
1.298893653514021987e-02,4.071554205236528959e-03
5.636320691296344831e-01,6.604993529053783119e-01
1.352799921836939923e-01,8.570353939450681136e-02
6.553629065166823864e-01,9.972852771223038593e-01
4.258097498749358056e-02,6.008937095235835496e-02
1.012829660343602250e-01,4.780359163501111952e-02
3.000044608404775492e-02,1.638215731893258829e-03
1.628508261671733348e-01,1.114317575548214589e-01
4.329891161184131615e-02,8.789942637694145343e-04
4.990247110333587838e-02,3.216314618986566148e-02
1.783048183625793662e-02,1.092965065445661473e-03
8.535358834183583154e-02,9.599567998310407080e-02
3.067859579339099474e-02,7.158846879000960173e-02
9.458763574609665992e-02,8.126077806558953953e-02
9.692108378594144202e-02,1.118832557123972810e-01
2.522605080086483265e-02,1.764288727291700443e-01
2.759804271212768639e-02,3.907788028562481954e-03
4.630786066344425630e-05,1.032024324968998652e-01
8.513007463070411613e-04,1.594596807325557308e-02
9.910374565964231997e-02,5.193061887382137698e-01
1.437384463047136351e-01,5.641366630176956713e-05
1.412024311642745278e-01,1.609986148145930995e-02
8.449086796282152811e-02,1.617963954475211798e-03
1.910749922697585219e-03,1.822648008894268631e-02
1.238354344702663132e-02,9.023462599874132462e-02
2.441239666256349861e-01,4.685658030077855529e-01
2.377323350952135206e-01,2.703840773427678701e-01
1.209121426429926177e-01,1.950316262078849727e-01
7.367834522413479635e-04,1.935204305304392275e-03
1.022215050367217271e-03,1.094241412520659540e-01
1.585335824563964893e-02,3.683473397127914190e-02
3.076289259026792067e-01,8.017608034588515065e-02
4.869453361824588669e-03,1.666926356290836797e-01
2.859617122844945215e-03,7.995076534830064530e-02
5.011482621796413406e-02,8.414776785435573682e-04
1.025820703889047773e-02,6.915813979685499213e-02
1.214674225041757344e-01,7.232448742914046047e-01
6.476064587750435253e-02,5.684107903915558424e-01
2.884934716622853945e-01,1.539038007672743069e-01
5.788589029562934973e-02,1.074794653380203996e-01
7.096731443991216581e-01,1.043886488257820266e+00
5.568579717019384034e-02,7.909452154388478540e-02
3.737954137096707874e-02,5.327557904854855232e-03
7.934978472663997218e-04,3.218669187931610942e-02
1.438950466525496874e-03,4.555558942920529680e-02
2.896657085109981614e-02,5.296017896180654078e-02
3.527991009389156996e-01,3.783464304374736242e-01
1.843761586253956641e-01,5.171081975016371401e-02
2.062900295857171551e-04,4.918901124875373065e-02
1.221294848310411768e-01,5.178800222611597004e-01
1.412729684818818110e-01,1.638229294857274088e-01
3.733835777197740124e-02,5.210269861146524240e-02
5.217645516538192349e-03,1.253130204928568601e-02
3.527750311482194534e-01,8.998678234221356709e-01
2.788888621631650452e-02,3.803744599134403215e-01
9.115535992847570435e-02,7.268479568407019975e-02
3.511752567286609652e-04,4.592962326970546905e-02
1.697434468449687123e-02,2.446312115172589313e-02
2.832974143193385790e-03,2.470809330748269510e-03
3.686740887746384754e-01,5.538925295208434463e-01
1.773035094924290955e-01,2.940084767728147197e-01
1.369650615368008971e-03,5.733322224735926814e-04
3.727797116742775224e-02,1.093420465287596316e-01
6.492449364453293896e-03,5.708539227713740200e-02
3.478061764681391055e-01,1.414012973469742918e-02
9.201664267460962776e-02,6.162756809096718857e-01
1.529270251389103497e-01,1.793582044198347158e-01
1.584019300896018501e-01,2.902302797727223660e-01
8.712744925112436700e-02,1.085073179532439896e-01
5.873929018555521658e-02,1.498120082504291739e-01
3.429765863683705840e-01,1.765973472521755183e-01
6.684921508030654948e-08,3.509941358825570401e-02
2.842362560872267047e-02,2.785489189276170799e-02
2.221822485865087779e-02,3.216876425394962075e-02
2.771331155273749555e-02,5.672542157886388547e-02
1.277087892086050669e-01,4.836004588419879902e-01
9.079569589592192957e-02,1.126549532931238606e-01
2.508431964037616813e-01,2.675101918089258790e-01
1.210434091487267577e-01,4.279152523393987828e-02
4.729687945507641579e-03,1.942439778383870178e-03
4.454361459598004530e-02,5.272808993360463825e-01
3.733138071038427652e-02,3.664975581421519579e-01
3.289033891062479592e-02,1.427018524249394973e-02
1.023392943432709784e-02,3.115135730869696834e-02
2.400778960666548334e-02,4.418041370575136705e-03
4.494472585011426852e-02,3.934274694557138123e-03
3.693603501309307424e-02,2.941236536530990667e-02
2.371677948312149731e-01,5.657752710574555088e-01
4.577572168981584172e-02,4.690267989016534411e-01
6.224542623222335293e-03,5.780578350989891423e-02
1.044741388704237967e-01,9.714568651969623936e-02
1.623274233097216730e-03,1.470051703162461761e-02
4.361085371696624656e-03,9.066718910027189715e-02
1.124478911470711967e-01,8.193097227194558185e-02
9.988758501319948413e-02,9.810789491062064938e-02
7.864659198172947729e-02,1.406367474268397366e-01
9.292175306574004812e-02,4.244013343556023998e-01
3.348205320917239242e-02,3.276128795499820556e-02
2.240386462198077355e-01,2.188128254346941304e-01
5.738314151437245297e-02,7.083227739259580213e-02
1.319377964218923505e-03,9.780870414752210543e-03
5.272179303762633551e-02,6.485755230806677929e-02
5.335443268290277624e-05,1.276404835811648705e-03
2.683315204686285635e-02,2.523833716734827370e-01
1.256511485974115550e-01,4.718124864258130824e-01
1.150141876028916155e-01,8.483631494549979946e-02
8.946434441570136342e-02,1.543556303913931615e-01
2.503545514881209688e-01,2.329177325827957168e-01
1.491086585548183074e-01,5.570219879715954114e-03
2.075492171223224103e-02,3.498729891748818266e-02
