Pf,Pc
8.310812112142944340e-04,5.244484376756188525e-03
9.382181893780514731e-03,4.597384483590741738e-05
8.015259292025384008e-02,8.520820935923659190e-02
1.537786408986688801e-02,1.415338131295687876e-02
3.255015475522831606e-03,1.054409974687171327e-03
4.031671586383311356e-01,3.730903457181786176e-01
3.875440072958921678e-02,8.308343736376506972e-02
9.516945764752114678e-02,7.581487349516687069e-02
8.710038197571655372e-02,9.437239529531553373e-02
1.051518239571295999e-04,5.190057268775311559e-04
7.265685584025348420e-02,9.972748981488117892e-02
7.912870638134113233e-02,7.017480294349008607e-02
1.612214679143591026e-03,9.898122535522671864e-03
1.138170236241631550e-01,9.025656114672579722e-02
1.788352523405790928e-03,2.490665955312933340e-03
8.183401875288753846e-02,1.219750465651631421e-01
9.196730273588106519e-02,8.179753028308639484e-02
3.142515079596446687e-02,1.855595871507001102e-02
1.292088984642310034e-01,1.492797537382664075e-01
1.861470932678986057e-01,2.147595618100233417e-01
1.334415166951637977e-01,1.228387857341505657e-01
1.404275730850014156e-02,1.811008109245082140e-02
7.844800596180780128e-02,6.931536526495567230e-02
6.134357155498930305e-05,1.794191205792087791e-04
6.885240902490860192e-04,1.066057673944391859e-03
4.526435721561766073e-02,3.626087029903177217e-02
6.346493732824266820e-02,4.934180705430755987e-02
6.598404863069896572e-04,1.430957550479803947e-04
2.906832572392607089e-03,1.097136644574970296e-03
1.758250185335636859e-02,9.092150239307431742e-03
8.222346379160108687e-02,9.036003822537387598e-02
3.590095872519732251e-02,4.169195011865974021e-02
9.542706577030700410e-02,1.357161838980710800e-01
2.439926793781329040e-01,2.541920507741980417e-01
9.671214874167283204e-02,8.386963344273236365e-02
4.398415486479390069e-02,4.067891690800068405e-02
7.089488260266914310e-02,5.789355928519861194e-02
1.782131482837674002e-02,1.241775914972543214e-02
6.761533417760161009e-04,1.450899195473038909e-02
5.105499877163716116e-02,3.976217491768829770e-02
1.764844595511299019e-01,2.031321174402908325e-01
1.243255233495528800e-01,9.155566458112923689e-02
1.463310665265838729e-03,1.071484938322145395e-03
1.687915171736255760e-03,6.246220200562749162e-04
1.274058693539608655e-01,1.053845703631032110e-01
1.337899278283022006e-02,2.504736384602644639e-02
3.524844095492996043e-02,2.764767045558909689e-02
1.386379256731153347e-03,8.254278125538786707e-04
5.221756128671720815e-02,3.092008579334332499e-02
3.183691072809174266e-03,6.573560376271144444e-03
1.644874980246405910e-02,4.002794125282943365e-03
4.863022104746857720e-03,8.199860186503369485e-07
5.089743547713123650e-01,3.936343996988017624e-01
1.106656679351221244e-02,6.618158864777340736e-03
2.194830195727524738e-06,2.311335967959996743e-03
2.408377002468097688e-02,6.027014097581655239e-02
1.719136523125111560e-01,1.534003195333087932e-01
1.269415282512101339e-02,2.024080306410689506e-02
4.933154129066700394e-04,1.537178382714717942e-05
4.543283764666598140e-02,6.255686037810974376e-02
6.030897952822153463e-02,5.502431220114749333e-02
4.301911099747565692e-01,4.747677889985502109e-01
1.007470555719942318e-01,1.119753438567438891e-01
3.638188522643024392e-01,3.592789743132748237e-01
9.855219692086873706e-02,7.771559757072478425e-02
3.089413981244990004e-01,2.693140151583337527e-01
7.650635937066933845e-03,3.947959852956611088e-02
1.806771425696259564e-02,1.020901784101431106e-02
7.391489562423068094e-01,7.059864269397276848e-01
7.963720162279128156e-02,5.712325640330707943e-02
1.972368814252326540e-03,1.127684713399628412e-02
3.144888227442296791e-01,2.534551123933117545e-01
