eps,mlmc_estimate,mlmc_cost,std_mc_cost,mlmc_wall_time,Nl_0,Nl_1,Nl_2,Nl_3,Nl_4,Nl_5,Nl_6,Nl_7,Yl_0,Yl_1,Yl_2,Yl_3,Yl_4,Yl_5,Yl_6,Yl_7,Vl_0,Vl_1,Vl_2,Vl_3,Vl_4,Vl_5,Vl_6,Vl_7
0.01,0.09151562278225198,30596,5599.798309836238,0.004097042,3028,750,137,25,nan,nan,nan,nan,0.08378888678442145,0.01423045337431228,-0.004562678056898485,-0.001941039319583264,nan,nan,nan,nan,0.01539512082777608,0.007299838002246497,0.002013831115695383,0.0004786152401569434,nan,nan,nan,nan
0.01,0.09151562278225198,30596,5599.798309836238,0.004334667,3028,750,137,25,nan,nan,nan,nan,0.08378888678442145,0.01423045337431228,-0.004562678056898485,-0.001941039319583264,nan,nan,nan,nan,0.01539512082777608,0.007299838002246497,0.002013831115695383,0.0004786152401569434,nan,nan,nan,nan
0.01,0.09151562278225198,30596,5599.798309836238,0.00451625,3028,750,137,25,nan,nan,nan,nan,0.08378888678442145,0.01423045337431228,-0.004562678056898485,-0.001941039319583264,nan,nan,nan,nan,0.01539512082777608,0.007299838002246497,0.002013831115695383,0.0004786152401569434,nan,nan,nan,nan
0.01,0.09151562278225198,30596,5599.798309836238,0.003818083,3028,750,137,25,nan,nan,nan,nan,0.08378888678442145,0.01423045337431228,-0.004562678056898485,-0.001941039319583264,nan,nan,nan,nan,0.01539512082777608,0.007299838002246497,0.002013831115695383,0.0004786152401569434,nan,nan,nan,nan
0.01,0.09151562278225198,30596,5599.798309836238,0.0033605,3028,750,137,25,nan,nan,nan,nan,0.08378888678442145,0.01423045337431228,-0.004562678056898485,-0.001941039319583264,nan,nan,nan,nan,0.01539512082777608,0.007299838002246497,0.002013831115695383,0.0004786152401569434,nan,nan,nan,nan
0.001,0.08351950440900195,63621822,1495010.506880091,1.148985625,1310222,334206,56947,9146,1583,304,53,10,0.08316469830091891,0.01088393041073065,-0.002379664254278755,-0.003684225943656323,-0.002638585093718573,-0.001488133628195061,-0.0004003064448218769,6.179106202296274e-05,0.01386269404316391,0.007266280421963903,0.001685519671517934,0.0003441349739108611,8.454225982701478e-05,2.380309290707605e-05,4.792096947530786e-06,3.118835142829318e-07
0.001,0.08351950440900195,63621822,1495010.506880091,1.086540416,1310222,334206,56947,9146,1583,304,53,10,0.08316469830091891,0.01088393041073065,-0.002379664254278755,-0.003684225943656323,-0.002638585093718573,-0.001488133628195061,-0.0004003064448218769,6.179106202296274e-05,0.01386269404316391,0.007266280421963903,0.001685519671517934,0.0003441349739108611,8.454225982701478e-05,2.380309290707605e-05,4.792096947530786e-06,3.118835142829318e-07
0.001,0.08351950440900195,63621822,1495010.506880091,1.088067417,1310222,334206,56947,9146,1583,304,53,10,0.08316469830091891,0.01088393041073065,-0.002379664254278755,-0.003684225943656323,-0.002638585093718573,-0.001488133628195061,-0.0004003064448218769,6.179106202296274e-05,0.01386269404316391,0.007266280421963903,0.001685519671517934,0.0003441349739108611,8.454225982701478e-05,2.380309290707605e-05,4.792096947530786e-06,3.118835142829318e-07
0.001,0.08351950440900195,63621822,1495010.506880091,1.2043975,1310222,334206,56947,9146,1583,304,53,10,0.08316469830091891,0.01088393041073065,-0.002379664254278755,-0.003684225943656323,-0.002638585093718573,-0.001488133628195061,-0.0004003064448218769,6.179106202296274e-05,0.01386269404316391,0.007266280421963903,0.001685519671517934,0.0003441349739108611,8.454225982701478e-05,2.380309290707605e-05,4.792096947530786e-06,3.118835142829318e-07
0.001,0.08351950440900195,63621822,1495010.506880091,1.105419417,1310222,334206,56947,9146,1583,304,53,10,0.08316469830091891,0.01088393041073065,-0.002379664254278755,-0.003684225943656323,-0.002638585093718573,-0.001488133628195061,-0.0004003064448218769,6.179106202296274e-05,0.01386269404316391,0.007266280421963903,0.001685519671517934,0.0003441349739108611,8.454225982701478e-05,2.380309290707605e-05,4.792096947530786e-06,3.118835142829318e-07
