level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.29783,0.29783,0.168651,0.168651,14.2559,0,0.0254029,10000
1,0.193959,0.490145,0.238912,0.469704,11.3186,0.000872718,0.202958,10000
2,0.0550212,0.533637,0.0797697,0.546517,9.27736,0.00748635,1.62811,10000
3,0.0165285,0.573166,0.0221367,0.676408,9.16552,0.0192659,12.9397,10000
4,0.00420234,0.578171,0.00557633,0.67942,9.36484,0.000760955,104.81,10000
5,0.000956872,0.571751,0.00141151,0.650088,9.0189,0.00780625,826.98,10000
