level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.0826345,0.0826345,0.013442,0.013442,13.6165,0,0.00463617,20000
1,0.0116503,0.0926723,0.00721809,0.00744461,7.87101,0.00434139,0.0336119,20000
2,-0.00274174,0.0910169,0.00165047,0.00592672,5.26249,0.00520507,0.182039,20000
3,-0.00334686,0.0880811,0.000360254,0.00572761,4.81505,0.00305737,1.58365,20000
4,-0.00224083,0.086024,7.68494e-05,0.00550654,4.96218,0.00179186,12.4808,20000
5,-0.00126046,0.0835106,1.73483e-05,0.00546357,5.24497,0.0143637,101.795,20000
6,-0.000664604,0.0834852,4.25938e-06,0.00543422,6.16176,0.00792735,819.655,20000
