level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.0854941,0.0854941,0.0145545,0.0145545,17.1031,0,0.000855125,10000
1,0.0122541,0.0934726,0.00736688,0.00747249,8.83163,0.0112814,0.0189145,10000
2,-0.00255927,0.0904713,0.00165837,0.00591454,5.57884,0.00211118,0.17411,10000
3,-0.00340677,0.0887185,0.000364039,0.00583291,4.99353,0.01226,1.49226,10000
4,-0.00214923,0.0860091,7.65804e-05,0.00562485,5.43066,0.00541869,12.316,10000
5,-0.0012819,0.0846505,1.81623e-05,0.0058028,5.80329,0.000866755,100.17,10000
6,-0.000639401,0.0822318,4.19257e-06,0.00525676,5.67072,0.0214259,809.385,10000
