level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.00112365,0.00112365,0.0422923,0.0422923,2.95366,0,0.000469584,5000
1,0.00282815,0.00562466,0.0486203,0.117145,3.05659,0.00191843,0.00894696,5000
2,0.000812918,-0.00173019,0.00860171,0.107849,3.01329,0.0130654,0.0606022,5000
3,0.000810103,-0.00570118,0.0020178,0.0991799,2.96098,0.0102244,0.374231,5000
4,-0.000112078,0.00153894,0.000483171,0.0999905,2.91506,0.0190796,3.10621,5000
5,7.77661e-05,-0.00608358,0.000124981,0.10008,3.00693,0.0217384,25.1872,5000
6,0.000140917,0.00146956,3.0205e-05,0.100045,3.01149,0.0219741,203.48,5000
