level,ave_Pf-Pc,ave_Pf,var_Pf-Pc,var_Pf,kurtosis,check,cost,N
0,0.293902,0.293902,0.175838,0.175838,14.7852,0,0.0409446,10000
1,0.157648,0.453795,0.199201,0.411313,11.9877,0.0012719,0.136575,10000
2,0.0376458,0.479886,0.0655668,0.453728,9.39673,0.00815846,1.05845,10000
3,0.010726,0.486359,0.0178771,0.491297,9.1288,0.00393139,9.53507,10000
4,0.00211064,0.506971,0.00481619,0.510906,8.54388,0.020192,79.2428,10000
5,0.000155547,0.515366,0.00126708,0.542743,11.254,0.00993913,1241.45,10000
