run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.001,192.805422959,2,2,3,100,0.4980434720514864,164637175,22806713.98619752,4,"14667543;2777884;462360;79406;14038","0.5723785398662774;-0.05481989930335409;-0.01461270950320905;-0.003328550776339467;-0.001573908231888473","0.6534591521796494;0.1873852815200375;0.04158424243017993;0.009759829244989415;0.002436094209164444"
1,0.001,193.527346542,2,2,3,100,0.4980434720514864,164637175,22806713.98619752,4,"14667543;2777884;462360;79406;14038","0.5723785398662774;-0.05481989930335409;-0.01461270950320905;-0.003328550776339467;-0.001573908231888473","0.6534591521796494;0.1873852815200375;0.04158424243017993;0.009759829244989415;0.002436094209164444"
2,0.001,194.669642375,2,2,3,100,0.4980434720514864,164637175,22806713.98619752,4,"14667543;2777884;462360;79406;14038","0.5723785398662774;-0.05481989930335409;-0.01461270950320905;-0.003328550776339467;-0.001573908231888473","0.6534591521796494;0.1873852815200375;0.04158424243017993;0.009759829244989415;0.002436094209164444"
3,0.001,194.28691825,2,2,3,100,0.4980434720514864,164637175,22806713.98619752,4,"14667543;2777884;462360;79406;14038","0.5723785398662774;-0.05481989930335409;-0.01461270950320905;-0.003328550776339467;-0.001573908231888473","0.6534591521796494;0.1873852815200375;0.04158424243017993;0.009759829244989415;0.002436094209164444"
4,0.001,193.45794525,2,2,3,100,0.4980434720514864,164637175,22806713.98619752,4,"14667543;2777884;462360;79406;14038","0.5723785398662774;-0.05481989930335409;-0.01461270950320905;-0.003328550776339467;-0.001573908231888473","0.6534591521796494;0.1873852815200375;0.04158424243017993;0.009759829244989415;0.002436094209164444"
