run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.8397905,2,2,3,100,0.4912969141761959,685253,116513.8459802365,3,"95509;18550;2728;521","0.5757532182237711;-0.05994746632607851;-0.01823514228987006;-0.006273695431626625","0.6655415850268784;0.2005829775586727;0.03473557762122206;0.009958448374379193"
1,0.01,0.817402542,2,2,3,100,0.4912969141761959,685253,116513.8459802365,3,"95509;18550;2728;521","0.5757532182237711;-0.05994746632607851;-0.01823514228987006;-0.006273695431626625","0.6655415850268784;0.2005829775586727;0.03473557762122206;0.009958448374379193"
2,0.01,0.8120710840000001,2,2,3,100,0.4912969141761959,685253,116513.8459802365,3,"95509;18550;2728;521","0.5757532182237711;-0.05994746632607851;-0.01823514228987006;-0.006273695431626625","0.6655415850268784;0.2005829775586727;0.03473557762122206;0.009958448374379193"
3,0.01,0.814358333,2,2,3,100,0.4912969141761959,685253,116513.8459802365,3,"95509;18550;2728;521","0.5757532182237711;-0.05994746632607851;-0.01823514228987006;-0.006273695431626625","0.6655415850268784;0.2005829775586727;0.03473557762122206;0.009958448374379193"
4,0.01,0.919439084,2,2,3,100,0.4912969141761959,685253,116513.8459802365,3,"95509;18550;2728;521","0.5757532182237711;-0.05994746632607851;-0.01823514228987006;-0.006273695431626625","0.6655415850268784;0.2005829775586727;0.03473557762122206;0.009958448374379193"
