run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.0005,0.523924875,1,4,3,100,0.1000893664291182,2118042,7705.746814541873,5,"640482;67663;5229;479;47;5","0.1106521008312554;-0.00779745312120487;-0.001794664658121822;-0.0006211827702055924;-0.000245891165198138;-0.0001035426874067867","0.02459412188759684;0.002195502609399695;0.0001054798006603994;7.05695016859112e-06;5.220639440791803e-07;2.572080300722941e-08"
1,0.0005,0.5138140410000001,1,4,3,100,0.1004582521607414,2121423,884.1792142367849,5,"642263;67223;5389;437;51;5","0.1104798806444785;-0.007501698824827393;-0.001853834516756445;-0.0003751560885329319;-0.0002547476488348795;-3.619140478539879e-05","0.02456836139333187;0.002156572842313485;0.0001100069078288491;5.606016292560777e-06;6.305001730790661e-07;2.951277785243881e-09"
2,0.0005,0.481146333,1,4,3,100,0.1009178126706534,2009695,53.75080033417557,5,"621695;65620;5109;471;40;4","0.1109322707581636;-0.007436951480166665;-0.001892943723512838;-0.0006466584599380934;-1.703782069372887e-05;-2.086660319883295e-05","0.02455158851523136;0.002182678838010464;0.000105972588766227;7.137238007233415e-06;3.447176137673018e-07;1.794133365850075e-10"
3,0.0005,0.496566375,1,4,3,100,0.1003633964120656,2049806,2712.90897494074,5,"631238;66857;5400;443;44;4","0.110470454610556;-0.007055019510446886;-0.002081145215585969;-0.0006669252060772827;-0.0002796994180631301;-2.426884831711006e-05","0.02439124259850342;0.002191547685856615;0.0001125685230688877;6.24751103636091e-06;4.597562521812072e-07;9.055345185921988e-09"
4,0.0005,0.484789083,1,4,3,100,0.1009400372347316,2026872,9520.200575839917,5,"622808;66580;5432;455;39;4","0.1106780327377252;-0.007472196102709022;-0.001707393453165903;-0.0004370623813419507;-9.174312384162747e-05;-2.960044193503715e-05","0.0244709930710959;0.002237882219668781;0.0001188207451337764;6.621876887625498e-06;1.689391827494404e-07;3.177721893722101e-08"
