run_index,eps,wall_time_s,alpha,beta,gamma,N0,mlmc_estimate,mlmc_cost,std_mc_cost,L_used,Nl_list,Yl_list,Vl_list
0,0.01,0.00248525,1,4,3,100,0.1150068928397116,9836,0.7783563074070716,3,"1380;129;100;2","0.1186449730117158;-0.001509418406416911;-0.001735358567786426;-0.0003933031978008671","0.02556927887892473;0.001957201195651708;0.0001230412498922708;6.652618012026253e-08"
1,0.01,0.00233725,1,4,3,100,0.1047084435407588,9275,4.381746054068404e-16,3,"1235;141;100;1","0.1058074232569612;-0.001107633565779485;-0.001020069294516121;0.001028723144093226","0.0221016149400453;0.002461192766852353;8.799708414864418e-05;3.745082097494362e-23"
2,0.01,0.002323375,1,4,3,100,0.1100250525281231,9384,0,3,"1416;132;100;1","0.1144907395337416;-0.005963946359364242;-0.003544595179331017;0.005042854533076763","0.02628930157453391;0.002125466240643036;9.956945411043533e-05;0"
3,0.01,0.002357625,1,4,3,100,0.09203898922285264,9573,0,3,"1485;147;100;1","0.1061118049397537;-0.008087582441554149;-0.003128371231848434;-0.002856862043498484","0.02145026102361518;0.002334483463920318;0.0001050032493575148;0"
4,0.01,0.00241925,1,4,3,100,0.09923461070315222,9778,4.177251201144877,3,"1330;128;100;2","0.1071391883483963;-0.007093501006098929;-0.0009798485453363017;0.0001687719061911023","0.02172265314604867;0.001616498185373868;0.0001523701369816815;3.570300171918698e-07"
